title,content,tag,submited,passed,passing_rate,level,p_id
低价购买," 
            “低价购买”这条建议是在奶牛股票市场取得成功的一半规则。要想被认为是伟大的投资者，你必须遵循以下的问题建议:“低价购买；再低价购买”。每次你购买一支股票,你必须用低于你上次购买它的价格购买它。买的次数越多越好!你的目标是在遵循以上建议的前提下，求你最多能购买股票的次数。你将被给出一段时间内一支股票每天的出售价(2162^{16}216范围内的正整数)，你可以选择在哪些天购买这支股票。每次购买都必须遵循“低价购买；再低价购买”的原则。写一个程序计算最大购买次数。
这里是某支股票的价格清单：
日期 1,2,3,4,5,6,7,8,9,10,11,12 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8,  9 ,10 ,11, 121,2,3,4,5,6,7,8,9,10,11,12
价格68,69,54,64,68,64,70,67,78,62,98,87 68 ,69 ,54, 64,68 ,64 ,70 ,67 ,78 ,62, 98, 8768,69,54,64,68,64,70,67,78,62,98,87
最优秀的投资者可以购买最多444次股票，可行方案中的一种是：
日期 2,5,6,10   2 , 5 , 6 ,102,5,6,10
价格 69,68,64,62  69, 68 ,64 ,6269,68,64,62
 输入格式 第1行: N(1≤N≤5000)N(1  \le  N  \le 5000)N(1≤N≤5000)，股票发行天数
第2行: NNN个数，是每天的股票价格。
 输出格式 两个数:
最大购买次数和拥有最大购买次数的方案数(≤231 \le 2^{31}≤231)当二种方案“看起来一样”时（就是说它们构成的价格队列一样的时候）,这222种方案被认为是相同的。
  输入输出样例 输入 #1 
    复制
   12
68 69 54 64 68 64 70 67 78 62 98 87
 输出 #1 
    复制
   4 2",,20.06,7.35,0.37,提高+/省选-,P1108
学生分组," 
            有N组学生，给出初始时每组中的学生个数，再给出每组学生人数的上界RRR和下界L(L≤R)L(L \le R)L(L≤R)，每次你可以在某组中选出一个学生把他安排到另外一组中，问最少要多少次才可以使NNN组学生的人数都在[L,R][L,R][L,R]中。
 输入格式 第一行一个整数NNN，表示学生组数； n≤50n \le 50n≤50
第二行NNN个整数，表示每组的学生个数；
第三行两个整数L,R L,RL,R，表示下界和上界。
 输出格式 一个数，表示最少的交换次数，如果不能满足题目条件输出−1-1−1
  输入输出样例 输入 #1 
    复制
   2
10 20
10 15
 输出 #1 
    复制
   5",,13.73,5.94,0.43,普及-,P1109
[ZJOI2007]报表统计," 
            小 Q 的妈妈是一个出纳，经常需要做一些统计报表的工作。今天是妈妈的生日，小 Q 希望可以帮妈妈分担一些工作，作为她的生日礼物之一。
经过仔细观察，小 Q 发现统计一张报表实际上是维护一个非负整数数列，并且进行一些查询操作。
在最开始的时候，有一个长度为 nnn 的整数序列 aaa，并且有以下三种操作：

INSERT i k：在原数列的第 iii 个元素后面添加一个新元素 kkk；如果原数列的第 iii 个元素已经添加了若干元素，则添加在这些元素的最后（见样例说明）。
MIN_GAP：查询相邻两个元素的之间差值（绝对值）的最小值。
MIN_SORT_GAP：查询所有元素中最接近的两个元素的差值（绝对值）。

于是小 Q 写了一个程序，使得程序可以自动完成这些操作，但是他发现对于一些大的报表他的程序运行得很慢，你能帮助他改进程序么？
 输入格式 第一行包含两个整数，分别表示原数列的长度 nnn 以及操作的次数 mmm。
第二行为 nnn 个整数，为初始序列，第 iii 个整数表示 aia_iai​。
接下来的 mmm 行，每行一个操作，即INSERT i k，MIN_GAP，MIN_SORT_GAP 中的一种（无多余空格或者空行）。
 输出格式 对于每一个 MIN_GAP 和 MIN_SORT_GAP 命令，输出一行答案即可。
  输入输出样例 输入 #1 
    复制
   3 5
5 3 1
INSERT 2 9
MIN_SORT_GAP
INSERT 2 6
MIN_GAP
MIN_SORT_GAP
 输出 #1 
    复制
   2
2
1
 说明/提示 样例输入输出 1 解释
一开始的序列为 {5,3,1}\{5,3,1\}{5,3,1}。
执行操作 INSERT 2 9 将得到 {5,3,9,1}\{5,3,9,1\}{5,3,9,1}，此时 MIN_GAP 为 222，MIN_SORT_GAP 为 222。
再执行操作 INSERT 2 6 将得到：{5,3,9,6,1}\{5,3, 9, 6, 1\}{5,3,9,6,1}。
注意这个时候原序列的第 222 个元素后面已经添加了一个 999，此时添加的 666 应加在 999 的后面。这个时候 MIN_GAP 为 222，MIN_SORT_GAP 为 111。

数据规模与约定
对于全部的测试点，保证 2≤n,m≤5×1052 \le n, m \le 5\times10^52≤n,m≤5×105，1≤i≤n1 \leq i \leq n1≤i≤n，0≤ai,k≤5×1080 \leq a_i, k \leq 5 \times 10^80≤ai​,k≤5×108。","各省省选
浙江
高性能
2007",11.27,2.64,0.23,省选/NOI-,P1110
修复公路," 
         题目背景 AAA地区在地震过后，连接所有村庄的公路都造成了损坏而无法通车。政府派人修复这些公路。
   给出A地区的村庄数NNN，和公路数MMM，公路是双向的。并告诉你每条公路的连着哪两个村庄，并告诉你什么时候能修完这条公路。问最早什么时候任意两个村庄能够通车，即最早什么时候任意两条村庄都存在至少一条修复完成的道路（可以由多条公路连成一条道路）
 输入格式 第111行两个正整数N,MN,MN,M
下面MMM行，每行333个正整数x,y,tx, y, tx,y,t，告诉你这条公路连着x,yx,yx,y两个村庄，在时间t时能修复完成这条公路。
 输出格式 如果全部公路修复完毕仍然存在两个村庄无法通车，则输出−1-1−1，否则输出最早什么时候任意两个村庄能够通车。
  输入输出样例 输入 #1 
    复制
   4 4
1 2 6
1 3 4
1 4 5
4 2 3 输出 #1 
    复制
   5 说明/提示 N≤1000,M≤100000N \le 1000,M \le 100000N≤1000,M≤100000
x≤N,y≤N,t≤100000x \le N,y \le N,t \le 100000x≤N,y≤N,t≤100000",高性能,45.5,17.75,0.39,普及/提高-,P1111
波浪数," 
            波浪数是在一对数字之间交替转换的数，如121212112121211212121，双重波浪数则是指在两种进制下都是波浪数的数，如十进制数191919191919191919是一个十进制下的波浪数，它对应的十一进制数121212121212121212也是一个波浪数，所以十进制数191919191919191919是一个双重波浪数。
类似的可以定义三重波浪数，三重波浪数在三种不同的进制中都是波浪数，甚至还有四重波浪数，如十进制300=606300=606300=606（七进制）=363363363（九进制）=454454454（八进制）=1A11A11A1（十三进制）…，你的任务就是在指定范围内找出双重、三重、四重波浪数。
 输入格式 单独一行包含五个用空格隔开的十进制整数，前两个数表示进制的范围（2−322-322−32），第三与第四个数表示指定的范围（1−100000001-100000001−10000000），第五个数为2,3,42,3,42,3,4中的一个，表示要找的波浪数的重数。
 输出格式 从小到大以十进制形式输出指定范围内的指定重数的波浪数。一行输出一个数。
  输入输出样例 输入 #1 
    复制
   10 11 190000 960000 2 输出 #1 
    复制
   191919
383838
575757
767676
959595",,3.84,1.33,0.35,普及/提高-,P1112
杂务," 
            John的农场在给奶牛挤奶前有很多杂务要完成，每一项杂务都需要一定的时间来完成它。比如：他们要将奶牛集合起来，将他们赶进牛棚，为奶牛清洗乳房以及一些其它工作。尽早将所有杂务完成是必要的，因为这样才有更多时间挤出更多的牛奶。当然，有些杂务必须在另一些杂务完成的情况下才能进行。比如：只有将奶牛赶进牛棚才能开始为它清洗乳房，还有在未给奶牛清洗乳房之前不能挤奶。我们把这些工作称为完成本项工作的准备工作。至少有一项杂务不要求有准备工作，这个可以最早着手完成的工作，标记为杂务111。John有需要完成的nnn个杂务的清单，并且这份清单是有一定顺序的，杂务k(k>1)k(k>1)k(k>1)的准备工作只可能在杂务111至k−1k-1k−1中。
写一个程序从111到nnn读入每个杂务的工作说明。计算出所有杂务都被完成的最短时间。当然互相没有关系的杂务可以同时工作，并且，你可以假定John的农场有足够多的工人来同时完成任意多项任务。
 输入格式 第1行：一个整数nnn，必须完成的杂务的数目(3≤n≤10,0003 \le n \le 10,0003≤n≤10,000)；
第222至(n+1)(n+1)(n+1)行： 共有nnn行，每行有一些用111个空格隔开的整数，分别表示：
* 工作序号(111至nnn,在输入文件中是有序的)；
* 完成工作所需要的时间len(1≤len≤100)len(1 \le len \le 100)len(1≤len≤100)；
* 一些必须完成的准备工作，总数不超过100100100个，由一个数字000结束。有些杂务没有需要准备的工作只描述一个单独的000，整个输入文件中不会出现多余的空格。
 输出格式 一个整数，表示完成所有杂务所需的最短时间。
  输入输出样例 输入 #1 
    复制
   7
1 5 0
2 2 1 0
3 3 2 0
4 6 1 0
5 1 2 4 0
6 8 2 4 0
7 4 3 5 6 0
 输出 #1 
    复制
   23",,17.04,9.79,0.57,普及/提高-,P1113
“非常男女”计划," 
            近来，初一年的XXX小朋友致力于研究班上同学的配对问题（别想太多，仅是舞伴），通过各种推理和实验，他掌握了大量的实战经验。例如，据他观察，身高相近的人似乎比较合得来。
万圣节来临之际，XXX准备在学校策划一次大型的“非常男女”配对活动。对于这次活动的参与者，XXX有自己独特的选择方式。他希望能选择男女人数相等且身高都很接近的一些人。这种选择方式实现起来很简单。他让学校的所有人按照身高排成一排，然后从中选出连续的若干个人，使得这些人中男女人数相等。为了使活动更热闹，XXX当然希望他能选出的人越多越好。请编写程序告诉他，他最多可以选出多少人来。
 输入格式 第一行有一个正整数nnn，代表学校的人数。n≤100000n \le 100000n≤100000
第二行有nnn个用空格隔开的数，这些数只能是000或111，其中，000代表一个女生，111代表一个男生
 输出格式 输出一个非负整数。这个数表示在输入数据中最长的一段男女人数相等的子序列长度。
如果不存在男女人数相等的子序列，请输出000。
  输入输出样例 输入 #1 
    复制
   9
0 1 0 0 0 1 1 0 0
 输出 #1 
    复制
   6",,9.23,2.87,0.31,?,P1114
最大子段和," 
            给出一个长度为 nnn 的序列 aaa，选出其中连续且非空的一段使得这段和最大。
 输入格式 第一行是一个整数，表示序列的长度 nnn。
第二行有 nnn 个整数，第 iii 个整数表示序列的第 iii 个数字 aia_iai​。
 输出格式 输出一行一个整数表示答案。
  输入输出样例 输入 #1 
    复制
   7
2 -4 3 -1 2 -4 3
 输出 #1 
    复制
   4 说明/提示 样例 1 解释
选取 [3,5][3, 5][3,5] 子段 {3,−1,2}\{3, -1, 2\}{3,−1,2}，其和为 444。
数据规模与约定

对于 40%40\%40% 的数据，保证 n≤2×103n \leq 2 \times 10^3n≤2×103。
对于 100%100\%100% 的数据，保证 1≤n≤2×1051 \leq n \leq 2 \times 10^51≤n≤2×105，−104≤ai≤104-10^4 \leq a_i \leq 10^4−104≤ai​≤104。",,110.13,38.76,0.35,普及-,P1115
车厢重组," 
            在一个旧式的火车站旁边有一座桥，其桥面可以绕河中心的桥墩水平旋转。一个车站的职工发现桥的长度最多能容纳两节车厢，如果将桥旋转180180180度，则可以把相邻两节车厢的位置交换，用这种方法可以重新排列车厢的顺序。于是他就负责用这座桥将进站的车厢按车厢号从小到大排列。他退休后，火车站决定将这一工作自动化，其中一项重要的工作是编一个程序，输入初始的车厢顺序，计算最少用多少步就能将车厢排序。
 输入格式 共两行。
第一行是车厢总数N(≤10000)N( \le 10000)N(≤10000)。
第二行是NNN个不同的数表示初始的车厢顺序。
 输出格式 一个整数，最少的旋转次数。
  输入输出样例 输入 #1 
    复制
   4
4 3 2 1  输出 #1 
    复制
   6 说明/提示",,75.77,38.94,0.51,入门,P1116
[NOI2016]优秀的拆分," 
            如果一个字符串可以被拆分为 AABB\text{AABB}AABB 的形式，其中 A\text{A}A 和 B\text{B}B 是任意非空字符串，则我们称该字符串的这种拆分是优秀的。
例如，对于字符串 aabaabaa \texttt{aabaabaa} aabaabaa ，如果令 A=aab\text{A}=\texttt{aab}A=aab，B=a\text{B}=\texttt{a}B=a，我们就找到了这个字符串拆分成 AABB\text{AABB}AABB 的一种方式。
一个字符串可能没有优秀的拆分，也可能存在不止一种优秀的拆分。
比如我们令 A=a\text{A}=\texttt{a}A=a，B=baa\text{B}=\texttt{baa}B=baa，也可以用 AABB\text{AABB}AABB 表示出上述字符串；但是，字符串 abaabaa\texttt{abaabaa}abaabaa 就没有优秀的拆分。
现在给出一个长度为 nnn 的字符串 SSS，我们需要求出，在它所有子串的所有拆分方式中，优秀拆分的总个数。这里的子串是指字符串中连续的一段。
以下事项需要注意：

出现在不同位置的相同子串，我们认为是不同的子串，它们的优秀拆分均会被记入答案。
在一个拆分中，允许出现 A=B\text{A}=\text{B}A=B。例如 cccc\texttt{cccc}cccc 存在拆分 A=B=c\text{A}=\text{B}=\texttt{c}A=B=c。
字符串本身也是它的一个子串。

 输入格式 每个输入文件包含多组数据。
输入文件的第一行只有一个整数 TTT，表示数据的组数。
接下来 TTT 行，每行包含一个仅由英文小写字母构成的字符串 SSS，意义如题所述。
 输出格式 输出 TTT 行，每行包含一个整数，表示字符串 SSS 所有子串的所有拆分中，总共有多少个是优秀的拆分。
  输入输出样例 输入 #1 
    复制
   4
aabbbb
cccccc
aabaabaabaa
bbaabaababaaba
 输出 #1 
    复制
   3
5
4
7
 说明/提示 样例解释
我们用 S[i,j]S[i, j]S[i,j] 表示字符串 SSS 第 iii 个字符到第 jjj 个字符的子串（从 111 开始计数）。
第一组数据中，共有三个子串存在优秀的拆分：
S[1,4]=aabbS[1,4]=\texttt{aabb}S[1,4]=aabb，优秀的拆分为 A=a\text{A}=\texttt{a}A=a，B=b\text{B}=\texttt{b}B=b；
S[3,6]=bbbbS[3,6]=\texttt{bbbb}S[3,6]=bbbb，优秀的拆分为 A=b\text{A}=\texttt{b}A=b，B=b\text{B}=\texttt{b}B=b；
S[1,6]=aabbbbS[1,6]=\texttt{aabbbb}S[1,6]=aabbbb，优秀的拆分为 A=a\text{A}=\texttt{a}A=a，B=bb\text{B}=\texttt{bb}B=bb。
而剩下的子串不存在优秀的拆分，所以第一组数据的答案是 333。
第二组数据中，有两类，总共四个子串存在优秀的拆分：
对于子串 S[1,4]=S[2,5]=S[3,6]=ccccS[1,4]=S[2,5]=S[3,6]=\texttt{cccc}S[1,4]=S[2,5]=S[3,6]=cccc，它们优秀的拆分相同，均为 A=c\text{A}=\texttt{c}A=c，B=c\text{B}=\texttt{c}B=c，但由于这些子串位置不同，因此要计算三次；
对于子串 S[1,6]=ccccccS[1,6]=\texttt{cccccc}S[1,6]=cccccc，它优秀的拆分有两种：A=c\text{A}=\texttt{c}A=c，B=cc\text{B}=\texttt{cc}B=cc 和 A=cc\text{A}=\texttt{cc}A=cc，B=c\text{B}=\texttt{c}B=c，它们是相同子串的不同拆分，也都要计入答案。
所以第二组数据的答案是 3+2=53+2=53+2=5。
第三组数据中，S[1,8]S[1,8]S[1,8] 和 S[4,11]S[4,11]S[4,11] 各有两种优秀的拆分，其中 S[1,8]S[1,8]S[1,8] 是问题描述中的例子，所以答案是 2+2=42+2=42+2=4。
第四组数据中，S[1,4]S[1,4]S[1,4]，S[6,11]S[6,11]S[6,11]，S[7,12]S[7,12]S[7,12]，S[2,11]S[2,11]S[2,11]，S[1,8]S[1,8]S[1,8] 各有一种优秀的拆分，S[3,14]S[3,14]S[3,14] 有两种优秀的拆分，所以答案是 5+2=75+2=75+2=7。
数据范围
对于全部的测试点，保证 1≤T≤101 \leq T \leq 101≤T≤10。以下对数据的限制均是对于单组输入数据而言的，也就是说同一个测试点下的 TTT 组数据均满足限制条件。
我们假定 nnn 为字符串 SSS 的长度，每个测试点的详细数据范围见下表：



测试点编号
n≤n \leqn≤
特殊性质




1∼21 \sim 21∼2
300300300
SSS 中所有字符相同


3∼43 \sim 43∼4
2 0002\,0002000
SSS 中所有字符相同


5∼65 \sim 65∼6
101010



7∼87 \sim 87∼8
202020



9∼109 \sim 109∼10
303030



11∼1211 \sim 1211∼12
505050



13∼1413 \sim 1413∼14
100100100



151515
200200200



161616
300300300



171717
500500500



181818
1 0001\,0001000



191919
2 0002\,0002000



202020
30 00030\,00030000","NOI系列
O2优化
高性能
2016",8.78,3.51,0.4,省选/NOI-,P1117
[USACO06FEB]BackwardDigitSumsG/S," 
            FJ and his cows enjoy playing a mental game. They write down the numbers from 111 toN(1≤N≤10) N(1 \le N  \le 10)N(1≤N≤10) in a certain order and then sum adjacent numbers to produce a new list with one fewer number.  They repeat this until only a single number is left.  For example, one instance of the game (when N=4N=4N=4) might go like this:
    3   1   2   4
      4   3   6
        7   9
         16

Behind FJ's back, the cows have started playing a more difficult game, in which they try to determine the starting sequence from only the final total and the number NNN.  Unfortunately, the game is a bit above FJ's mental arithmetic capabilities.
Write a program to help FJ play the game and keep up with the cows.
有这么一个游戏：
写出一个111至NNN的排列aia_iai​，然后每次将相邻两个数相加，构成新的序列，再对新序列进行这样的操作，显然每次构成的序列都比上一次的序列长度少111，直到只剩下一个数字位置。下面是一个例子：
3,1,2,43,1,2,43,1,2,4
4,3,64,3,64,3,6
7,97,97,9
161616
最后得到161616这样一个数字。
现在想要倒着玩这样一个游戏，如果知道NNN，知道最后得到的数字的大小sumsumsum，请你求出最初序列aia_iai​，为111至NNN的一个排列。若答案有多种可能，则输出字典序最小的那一个。
管理员注：本题描述有误，这里字典序指的是1,2,3,4,5,6,7,8,9,10,11,121,2,3,4,5,6,7,8,9,10,11,121,2,3,4,5,6,7,8,9,10,11,12
而不是1,10,11,12,2,3,4,5,6,7,8,91,10,11,12,2,3,4,5,6,7,8,91,10,11,12,2,3,4,5,6,7,8,9
 输入格式 两个正整数n,sumn,sumn,sum。
 输出格式 输出包括111行，为字典序最小的那个答案。
当无解的时候，请什么也不输出。（好奇葩啊）
  输入输出样例 输入 #1 
    复制
   4 16 输出 #1 
    复制
   3 1 2 4 说明/提示 对于40%40\%40%的数据，n≤7n≤7n≤7；
对于80%80\%80%的数据，n≤10n≤10n≤10；
对于100%100\%100%的数据，n≤12,sum≤12345n≤12,sum≤12345n≤12,sum≤12345。","USACO
2006",28.29,10.53,0.37,普及/提高-,P1118
灾后重建," 
         题目背景 BBB地区在地震过后，所有村庄都造成了一定的损毁，而这场地震却没对公路造成什么影响。但是在村庄重建好之前，所有与未重建完成的村庄的公路均无法通车。换句话说，只有连接着两个重建完成的村庄的公路才能通车，只能到达重建完成的村庄。
   给出BBB地区的村庄数NNN，村庄编号从000到N−1N-1N−1，和所有MMM条公路的长度，公路是双向的。并给出第iii个村庄重建完成的时间tit_iti​，你可以认为是同时开始重建并在第tit_iti​天重建完成，并且在当天即可通车。若tit_iti​为000则说明地震未对此地区造成损坏，一开始就可以通车。之后有QQQ个询问(x,y,t)(x, y, t)(x,y,t)，对于每个询问你要回答在第ttt天，从村庄xxx到村庄y的最短路径长度为多少。如果无法找到从xxx村庄到yyy村庄的路径，经过若干个已重建完成的村庄，或者村庄xxx或村庄yyy在第t天仍未重建完成 ，则需要返回−1-1−1。
 输入格式 第一行包含两个正整数N,MN,MN,M，表示了村庄的数目与公路的数量。
第二行包含NNN个非负整数t0,t1,…,tN−1t_0, t_1,…, t_{N-1}t0​,t1​,…,tN−1​，表示了每个村庄重建完成的时间，数据保证了t0≤t1≤…≤tN−1t_0 ≤ t_1 ≤ … ≤ t_{N-1}t0​≤t1​≤…≤tN−1​。
接下来MMM行，每行333个非负整数i,j,wi, j, wi,j,w，www为不超过100001000010000的正整数，表示了有一条连接村庄iii与村庄jjj的道路，长度为www，保证i≠ji≠ji=j，且对于任意一对村庄只会存在一条道路。
接下来一行也就是M+3M+3M+3行包含一个正整数QQQ，表示QQQ个询问。
接下来QQQ行，每行333个非负整数x,y,tx, y, tx,y,t，询问在第ttt天，从村庄xxx到村庄yyy的最短路径长度为多少，数据保证了ttt是不下降的。
 输出格式 共QQQ行，对每一个询问(x,y,t)(x, y, t)(x,y,t)输出对应的答案，即在第ttt天，从村庄xxx到村庄yyy的最短路径长度为多少。如果在第t天无法找到从xxx村庄到yyy村庄的路径，经过若干个已重建完成的村庄，或者村庄x或村庄yyy在第ttt天仍未修复完成，则输出−1-1−1。
  输入输出样例 输入 #1 
    复制
   4 5
1 2 3 4
0 2 1
2 3 1
3 1 2
2 1 4
0 3 5
4
2 0 2
0 1 2
0 1 3
0 1 4 输出 #1 
    复制
   -1
-1
5
4 说明/提示 对于30%30\%30%的数据，有N≤50N≤50N≤50；
对于30%30\%30%的数据，有ti=0t_i= 0ti​=0，其中有20%20\%20%的数据有ti=0t_i = 0ti​=0且N>50N>50N>50；
对于50%50\%50%的数据，有Q≤100Q≤100Q≤100；
对于100%100\%100%的数据，有N≤200N≤200N≤200，M≤N×(N−1)/2M≤N \times (N-1)/2M≤N×(N−1)/2，Q≤50000Q≤50000Q≤50000，所有输入数据涉及整数均不超过100000100000100000。",高性能,34.87,11.45,0.33,提高+/省选-,P1119
小木棍［数据加强版］," 
            乔治有一些同样长的小木棍，他把这些木棍随意砍成几段，直到每段的长都不超过505050。
现在，他想把小木棍拼接成原来的样子，但是却忘记了自己开始时有多少根木棍和它们的长度。
给出每段小木棍的长度，编程帮他找出原始木棍的最小可能长度。
 输入格式 共二行。
第一行为一个单独的整数N表示砍过以后的小木棍的总数，其中N≤65N≤65N≤65
（管理员注：要把超过505050的长度自觉过滤掉，坑了很多人了！）
第二行为NNN个用空个隔开的正整数，表示NNN根小木棍的长度。
 输出格式 一个数，表示要求的原始木棍的最小可能长度
  输入输出样例 输入 #1 
    复制
   9
5 2 1 5 2 1 5 2 1
 输出 #1 
    复制
   6 说明/提示 2017/08/05
数据时限修改：
-#17 #20 #22 #27 四组数据时限500ms500ms500ms
-#21 #24 #28 #29 #30五组数据时限1000ms1000ms1000ms
其他时限改为300ms300ms300ms（请放心食用）",高性能,77.94,12.04,0.15,提高+/省选-,P1120
环状最大两段子段和," 
            给出一段长度为 nnn 的环状序列 aaa，即认为 a1a_1a1​ 和 ana_nan​ 是相邻的，选出其中连续不重叠且非空的两段使得这两段和最大。
 输入格式 第一行是一个整数 nnn，表示序列的长度。
第二行有 nnn 个整数，描述序列 aaa，第 iii 个数字表示  aia_iai​。
 输出格式 一行一个整数，为最大的两段子段和是多少。
  输入输出样例 输入 #1 
    复制
   7
2 -4 3 -1 2 -4 3
 输出 #1 
    复制
   9 说明/提示 数据规模与约定
对于全部的测试点，保证 2≤n≤2×1052 \leq n \leq 2 \times 10^52≤n≤2×105，−104≤ai≤104-10^4 \leq a_i \leq 10^4−104≤ai​≤104。",,6.55,1.68,0.26,普及+/提高,P1121
最大子树和," 
            小明对数学饱有兴趣，并且是个勤奋好学的学生，总是在课后留在教室向老师请教一些问题。一天他早晨骑车去上课，路上见到一个老伯正在修剪花花草草，顿时想到了一个有关修剪花卉的问题。于是当日课后，小明就向老师提出了这个问题：
一株奇怪的花卉，上面共连有NN N朵花，共有N−1N-1N−1条枝干将花儿连在一起，并且未修剪时每朵花都不是孤立的。每朵花都有一个“美丽指数”，该数越大说明这朵花越漂亮，也有“美丽指数”为负数的，说明这朵花看着都让人恶心。所谓“修剪”，意为：去掉其中的一条枝条，这样一株花就成了两株，扔掉其中一株。经过一系列“修剪“之后，还剩下最后一株花（也可能是一朵）。老师的任务就是：通过一系列“修剪”（也可以什么“修剪”都不进行），使剩下的那株（那朵）花卉上所有花朵的“美丽指数”之和最大。
老师想了一会儿，给出了正解。小明见问题被轻易攻破，相当不爽，于是又拿来问你。
 输入格式 第一行一个整数N(1≤N≤16000)N(1 ≤ N ≤ 16000)N(1≤N≤16000)。表示原始的那株花卉上共NN N朵花。
第二行有NN N个整数，第III个整数表示第III朵花的美丽指数。
接下来N−1N-1N−1行每行两个整数a,ba,ba,b，表示存在一条连接第aaa 朵花和第bbb朵花的枝条。
 输出格式 一个数，表示一系列“修剪”之后所能得到的“美丽指数”之和的最大值。保证绝对值不超过214748364721474836472147483647。
  输入输出样例 输入 #1 
    复制
   7
-1 -1 -1 1 1 1 0
1 4
2 5
3 6
4 7
5 7
6 7
 输出 #1 
    复制
   3 说明/提示 【数据规模与约定】
对于60%60\%60%的数据，有N≤1000N≤1000N≤1000；
对于100%100\%100%的数据，有N≤16000N≤16000N≤16000。",,13.63,7.4,0.54,普及/提高-,P1122
取数游戏," 
            一个N×MN \times MN×M的由非负整数构成的数字矩阵，你需要在其中取出若干个数字，使得取出的任意两个数字不相邻（若一个数字在另外一个数字相邻888个格子中的一个即认为这两个数字相邻），求取出数字和最大是多少。
 输入格式 第1行有一个正整数TTT，表示了有TTT组数据。
对于每一组数据，第一行有两个正整数NNN和MMM，表示了数字矩阵为NNN行MMM列。
接下来NNN行，每行MMM个非负整数，描述了这个数字矩阵。
 输出格式 TTT行，每行一个非负整数，输出所求得的答案。
  输入输出样例 输入 #1 
    复制
   3
4 4
67 75 63 10
29 29 92 14
21 68 71 56
8 67 91 25
2 3
87 70 85
10 3 17
3 3
1 1 1
1 99 1
1 1 1

 输出 #1 
    复制
   271
172
99
 说明/提示 对于第1组数据，取数方式如下：
[67] 75 63 10
29 29 [92] 14
[21] 68 71 56
8 67 [91] 25
对于20%20\%20%的数据，N,M≤3N, M≤3N,M≤3；
对于40%40\%40%的数据，N,M≤4N,M≤4N,M≤4；
对于60%60\%60%的数据，N,M≤5N, M≤5N,M≤5；
对于100%100\%100%的数据，N,M≤6,T≤20N, M≤6,T≤20N,M≤6,T≤20。",高性能,12.26,5.14,0.42,普及/提高-,P1123
文件压缩," 
题目背景

提高文件的压缩率一直是人们追求的目标。近几年有人提出了这样一种算法，它虽然只是单纯地对文件进行重排，本身并不压缩文件，但是经这种算法调整后的文件在大多数情况下都能获得比原来更大的压缩率。

 

该算法具体如下：对一个长度为 
n
n 的字符串 
S
S，首先根据它构造 
n
n 个字符串，其中第 
i
i 个字符串由将 
S
S 的前 
i-1
i−1 个字符置于末尾得到。然后把这 
n
n 个字符串按照首字符从小到大排序，如果两个字符串的首字符相等，则按照它们在 
S
S 中的位置从小到大排序。排序后的字符串的尾字符可以组成一个新的字符串 
S'
S
′
 ，它的长度也是 
n
n，并且包含了 
S
S 中的每一个字符。最后输出 
S'
S
′
 以及 
S
S 的首字符在 
S'
S
′
 中的位置 
p
p。

举例：
S
S 是 example

构造 
n
n 个字符串。
example
xamplee
ampleex
mpleexa
pleexam
leexamp
eexampl

将字符串排序。
ampleex
example
eexampl
leexamp
mpleexa
pleexam
xamplee

压缩结果。

S' = xelpame

p = 7

由于英语单词构造的特殊性，某些字母对出现的频率很高，因此在 
S'
S
′
 中相同的字母有很大几率排在一起，从而提高 
S'
S
′
 的压缩率。虽然这种算法利用了英语单词的特性，然而在实践的过程中，人们发现它几乎适用于所有的文件压缩。

请你编一个程序，读入 
S'
S
′
 和 
p
p，输出字符串 
S
S。

输入格式

共三行。

第一行是一个整数 n(1\len\le10000)，代表 
S'
S
′
 的长度。

第二行是字符串 
S'
S
′
。

第三行是整数 
p
p。

输出格式

一行，
S
S。

输入输出样例
输入 #1
复制
7
xelpame
7

输出 #1
复制
example",,4.56,1.21,0.27,普及+/提高,P1124
[NOIP2008提高组]笨小猴," 
            笨小猴的词汇量很小，所以每次做英语选择题的时候都很头疼。但是他找到了一种方法，经试验证明，用这种方法去选择选项的时候选对的几率非常大！
这种方法的具体描述如下：假设maxn是单词中出现次数最多的字母的出现次数，minn是单词中出现次数最少的字母的出现次数，如果maxn-minn是一个质数，那么笨小猴就认为这是个Lucky Word，这样的单词很可能就是正确的答案。
 输入格式 一个单词，其中只可能出现小写字母，并且长度小于100100100。
 输出格式 共两行，第一行是一个字符串，假设输入的的单词是Lucky Word，那么输出“Lucky Word”，否则输出“No Answer”；
第二行是一个整数，如果输入单词是Lucky Word，输出maxn-minn的值，否则输出000。
  输入输出样例 输入 #1 
    复制
   error 输出 #1 
    复制
   Lucky Word
2输入 #2 
    复制
   olympic 输出 #2 
    复制
   No Answer
0 说明/提示 【输入输出样例1解释】
单词error中出现最多的字母rrr出现了333次，出现次数最少的字母出现了111次，3−1=23-1=23−1=2，222是质数。
【输入输出样例2解释】
单词olympic中出现最多的字母iii出现了111次，出现次数最少的字母出现了111次，1−1=01-1=01−1=0，000不是质数。
（本处原题面错误已经修正）
noip2008提高第一题","NOIp提高组
2008",94.96,32.75,0.34,普及-,P1125
