user_id,user_sim_list
3125,3125 6869 4929 6652 2127 2052 2052 7437 322 322 1104 2047 2047 2047 7422 4620 2786 1106 2560 1507
3126,3126 1176 2238 5494 628 628 628 628 628 628 628 628 628 628 628 628 628 628 628 628
3127,3127 4072 7100 5989 1738 3471 2961 2961 4030 4030 1447 1447 5609 7331 2035 799 799 799 2714 2714
3128,3128 4495 4495 3524 2471 2471 2099 2099 381 3851 3851 1826 1826 5445 2655 2655 6892 2615 2448 2448
3129,3129 6548 3638 4136 3659 4447 7178 3997 7258 6309 4148 4148 4148 4148 4148 4148 7301 5855 1013 4309
3130,3130 839 1012 1012 1012 1012 4630 4630 4796 824 824 3218 1479 6222 2503 5969 5058 5547 5310 6409
3131,3131 3131 3034 1348 811 811 2367 2695 2695 6914 6914 4953 5811 3761 797 7214 6005 2213 2847 6568
3132,3132 2877 5186 5186 1128 6653 4348 484 484 484 6489 6489 1547 2429 2429 2429 2429 4869 4869 3615
3133,3133 1844 1844 1844 1844 1844 1093 1093 3451 2836 4607 4607 2964 2964 373 373 3095 4703 529 529
3134,3134 3134 2545 6644 4390 4390 5473 5473 6517 6517 4431 7454 710 710 710 710 710 1800 4461 3095
3135,3135 3135 455 5470 5470 5470 1112 7268 6791 2717 2717 2894 4188 6423 316 316 3694 3694 3694 1092
3136,3136 4465 4465 4465 4653 3350 1869 5331 1474 1474 1474 1474 1474 4117 4117 4117 2696 2263 884 884
3137,3137 5152 6835 3371 7247 6162 955 955 2457 1700 6978 6507 1655 5903 1298 933 933 4958 4958 4598
3138,3138 3138 4642 6302 537 537 537 1908 975 7168 6376 6376 6376 4455 1204 5128 5128 4728 4833 4833
3139,3139 3322 6649 4940 4940 4940 5174 5174 5174 2381 4636 3704 4486 4486 2391 1620 1620 1620 1620 2698
3140,3140 3266 3266 3266 3266 3984 5504 5504 7097 2104 7328 5323 5323 5323 4648 6030 4702 1301 315 370
3141,3141 5147 5538 6784 5156 3526 3917 2548 2548 1994 7144 883 883 883 883 907 5579 6154 1864 1864
3142,3142 7286 4281 4281 583 583 6408 2567 2567 1061 1061 1061 1061 200 5320 3158 2417 2671 4067 1504
3143,3143 2238 3715 4550 1176 3126 6414 4441 4441 5494 364 4753 4753 3542 3542 3542 4387 3818 3818 628
3144,3144 7069 1189 1711 5431 2203 2203 2203 2203 2203 2203 2203 5951 4391 4391 1755 3923 411 7371 4964
3145,3145 2921 2311 2311 1820 1820 1820 2253 7251 2915 2915 5613 6020 6748 5884 5554 5554 7225 5242 4071
3146,3146 2348 2348 6220 5716 4377 4341 2746 2746 2746 3120 3120 203 203 203 203 4256 83 3517 2647
3147,3147 3147 1242 5297 3015 610 6977 7305 6760 6760 1037 2742 4719 4719 6521 6521 310 310 310 310
3148,3148 5377 5701 5701 4584 6405 2899 2899 4417 6460 4258 6216 5670 5670 5832 844 5199 5199 3855 543
3149,3149 1487 1487 1487 1487 5499 2433 3950 3440 3440 3440 2377 1919 6574 1399 1399 1399 1399 6312 6128
3150,3150 2185 2226 2226 4354 4491 4491 4491 3452 6663 5041 5041 6283 2687 2687 2687 2687 2687 2687 2479
3151,3151 1825 1825 2551 2446 2446 2446 2446 4182 2403 2403 2403 2626 2626 2626 2626 1081 7036 3342 3342
3152,3152 5983 5181 3102 2303 3385 6327 4745 1062 1062 1550 1886 1886 1886 4525 5590 3375 7059 4055 6103
3153,3153 4743 1670 994 994 3658 431 431 4612 4612 2265 491 2220 5732 5732 1425 1425 1425 1425 7129
3154,3154 3154 3154 3154 3154 3154 3154 3154 3154 1645 1645 550 550 550 550 550 4062 4062 3050 3050
3155,3155 5407 349 1157 325 2137 2137 2190 1520 1520 1520 1520 1520 1520 5806 5739 5654 4857 4857 4380
3156,3156 4952 2592 3397 3397 3969 4688 2588 6595 2743 2743 2500 4330 1278 1278 6052 6183 715 5644 4138
3157,3157 724 2912 2192 5451 1465 1465 3684 5357 7404 3513 7263 5244 5244 4435 2 2 7236 2222 7170
3158,3158 4067 2417 7410 2564 2564 6556 6556 2567 2567 6872 200 1061 1061 1061 1061 5320 570 570 5756
3159,3159 2529 2529 4437 3063 7061 4248 3382 3575 3575 625 625 2082 2082 783 1221 2859 5075 2907 2146
3160,3160 3160 3160 3160 74 74 74 6242 6014 392 4709 4709 4709 2522 5866 1421 1421 1421 1421 94
3161,3161 1220 7164 5854 5010 3013 2006 3059 876 1472 1472 1932 1932 4357 2849 7136 5622 2702 3194 3194
3162,3162 7364 5171 5171 4159 5386 5386 1189 7264 1023 5197 5197 873 3571 3571 3571 5951 6492 2203 2203
3163,3163 2108 1836 6292 7084 334 6147 7380 2909 5883 6894 5545 4629 2598 5544 4174 4838 4838 2805 2805
3164,3164 3164 6260 6800 5194 5194 5194 4463 4463 6284 6284 4355 4355 7397 6304 3570 4534 4534 4534 4787
3165,3165 3165 1728 6299 1561 1561 2896 2896 6764 3906 3906 6164 579 6453 2022 2022 2022 5053 5053 4442
3166,3166 7249 845 3413 3878 3878 5834 296 6449 7398 4400 2102 417 3885 3885 3885 3885 7067 1434 5371
3167,3167 3167 3167 728 728 1859 1231 5991 5591 6440 4997 7389 5516 5516 6910 533 841 7138 2157 2157
3168,3168 5104 3491 4184 4492 4492 2616 2616 901 720 2133 6662 6662 4309 4309 809 4381 1445 1445 1445
3169,3169 3169 6951 814 814 814 814 814 1208 6053 6053 2462 2462 6583 5637 966 966 1162 1162 1162
3170,3170 3170 982 7327 2572 2572 2572 5488 7416 3981 3676 1584 1584 1584 1584 1584 1584 1584 1584 1584
3171,3171 611 611 611 611 516 516 1314 1314 1314 1314 2062 2062 2062 2062 2062 2062 2062 2062 2062
3172,3172 5522 1086 678 1764 4453 4453 4453 4453 1338 1338 1338 1694 4711 2830 7121 6480 4146 5188 5188
3173,3173 2085 2848 6679 1516 4641 6029 6029 6849 4572 4043 5782 996 996 3709 1949 3768 3768 2518 6880
3174,3174 3174 6536 4821 4821 4439 6668 2610 5695 7337 124 124 6525 6944 6944 5502 5502 5312 1587 1587
3175,3175 5543 3215 7123 7123 3749 6442 6622 2009 1512 1512 1512 1512 1512 3769 3769 847 4476 3927 5879
3176,3176 2166 3960 3960 3960 3960 3960 3960 2607 2607 1660 123 123 123 123 269 269 7307 2641 2641
3177,3177 6720 1075 1075 2406 2895 1483 1762 45 4364 5761 4362 6080 2541 2541 2541 2541 2541 2279 2748
3178,3178 1010 4498 4498 3586 3586 6980 5666 7418 2394 2394 4237 565 627 627 499 3485 3485 3485 3485
3179,3179 6261 4957 4223 4608 4608 1674 1674 235 7335 5800 3074 1768 1768 1768 1768 1768 1768 1768 3662
3180,3180 3180 4319 4319 4319 5173 2629 2629 2629 1982 1982 2401 2401 3539 6540 3643 3643 1270 1270 7443
3181,3181 7312 4290 4290 4435 117 2222 724 1465 1465 2912 4386 1446 1446 3520 3346 3346 2192 7236 3684
3182,3182 3182 2459 7256 7073 7003 1330 1330 1330 1330 5036 5036 5036 5036 663 663 663 663 693 693
3183,3183 3183 3183 400 6326 3124 592 592 592 5937 5017 6715 3431 751 751 751 751 751 751 751
3184,3184 5723 191 191 191 191 7092 6906 3418 3418 3052 5389 5389 1514 1514 1514 1514 1514 1514 1514
3185,3185 224 4826 5766 2272 993 993 6 1852 6055 5272 220 530 530 6059 3538 2884 2884 2884 2034
3186,3186 7413 3692 4991 2860 2373 5007 4672 6809 924 924 6409 4720 6778 1130 4895 7134 6987 3026 3026
3187,3187 3187 590 10 6558 3428 7428 197 197 6290 6290 6290 3614 6396 2713 864 864 864 480 3914
3188,3188 6472 960 562 5944 3681 1039 5643 5643 5850 3589 3589 3589 1018 6174 13 13 3635 6437 3680
3189,3189 6603 4266 411 3936 213 3360 5881 5431 5208 5208 3923 2679 2963 3772 3772 3433 5355 4704 1755
3190,3190 3872 3872 3872 6099 6099 2113 6488 36 36 2487 2487 2487 2487 2487 3931 3931 6853 5930 3697
3191,3191 6063 4175 393 4456 4456 1606 1606 7065 3910 3910 3910 4555 4555 4555 4555 2044 2044 4708 6498
3192,3192 3192 2002 2002 2002 2002 2002 2463 6184 7 4207 4226 4226 6529 1677 2519 619 619 6677 225
3193,3193 2846 194 4651 1433 1433 1433 5619 4841 1797 4551 7384 7359 6256 232 7218 4673 4254 7425 3483
3194,3194 3194 3194 5010 7164 876 4552 4552 4552 2873 2053 2053 2053 3161 1366 5854 7136 6139 6139 3071
3195,3195 7096 2917 5271 3138 3138 4642 4576 4576 4455 4908 2282 4099 6376 6376 6376 6609 1908 5681 4896
3196,3196 6046 5559 1980 4084 4084 2316 2316 2316 2316 2316 106 106 3309 1665 1665 1806 7053 7300 5308
3197,3197 3197 929 929 201 893 893 2752 1967 1967 1967 1967 1967 1967 7345 4532 4532 6741 1640 1640
3198,3198 4296 4296 4296 1740 1740 7244 645 645 2400 2943 3911 3911 3911 3165 3165 6764 3712 6082 2200
3199,3199 5742 1534 4690 71 5826 5422 5368 2579 2579 1832 6253 5119 5119 5533 4237 4212 3586 3586 6769
3200,3200 4588 6216 5701 5701 7011 5218 2530 844 429 5460 2899 2899 3148 4881 4881 3022 6206 4583 4584
3201,3201 3216 3216 3216 6343 7323 4655 4822 4119 4399 3029 5588 1111 4591 4591 5705 815 815 1476 7181
3202,3202 3202 2209 2209 53 53 53 2796 446 446 446 6620 2838 2158 2792 3941 5047 6087 7016 3089
3203,3203 7260 4845 4845 1027 1132 1132 6239 3454 6338 2282 6811 5681 6425 7096 4925 5271 5964 1204 7289
3204,3204 1124 179 179 504 504 1803 1803 1803 1803 1803 1803 1803 1803 1803 1803 1803 4602 6818 7075
3205,3205 5700 1732 5648 2601 2601 2601 2601 6538 6258 5504 5504 2015 2015 6341 4195 4509 5510 7388 7328
3206,3206 2205 6611 6252 3065 3058 644 644 644 644 644 644 286 3652 5098 5255 5255 463 463 463
3207,3207 7181 4045 703 703 703 1293 1293 5705 7323 4847 4847 6496 3216 3216 3216 3201 4655 6064 3029
3208,3208 5574 5779 5624 5624 7075 2066 7297 1985 1604 1604 5906 2772 5143 4817 6008 6097 3467 6927 6837
3209,3209 3209 4850 4850 64 64 4001 209 1657 4757 4340 4395 4081 641 5127 1871 7375 5658 1756 382
3210,3210 3210 2582 2582 2582 450 801 801 902 902 902 902 3363 3304 5985 5507 444 444 5059 1697
3211,3211 1173 7157 2470 2470 2470 4343 3812 3812 3812 7277 2977 2977 2977 7033 5095 5095 3958 7172 4259
3212,3212 6913 1936 1936 4011 4011 5592 6431 5444 6314 4758 4803 5658 1707 1707 1707 4473 1745 4812 482
3213,3213 3213 6240 4332 4332 4332 4595 4595 4595 640 3677 2415 344 3843 3331 3331 3331 3331 3566 5990
3214,3214 1817 1817 1817 1817 4170 2776 2776 6772 3286 3286 1178 276 1107 287 287 287 6582 6582 6582
3215,3215 5543 6442 1512 1512 1512 1512 1512 6747 3175 453 3749 5433 3769 3769 6622 2300 6397 6397 7123
3216,3216 3216 3216 3201 7323 6343 4399 7181 4822 4119 4655 3029 5705 4156 4591 4591 413 1111 5588 1554
3217,3217 2773 3229 253 315 2104 208 2535 4683 4002 4002 4002 7206 2355 2355 145 7328 4520 6995 283
3218,3218 4630 4630 5310 1432 1432 6466 6466 839 1395 1395 3130 2939 5547 6222 824 824 2229 2229 2229
3219,3219 3219 5645 1564 6979 1206 3591 4647 2240 2856 2856 4662 4662 1953 4891 4891 4514 4625 2217 4731
3220,3220 1299 1299 1299 7330 701 701 701 701 557 2123 6430 2845 5816 7088 295 980 3122 4603 3341
3221,3221 7270 3494 3494 3494 3494 3494 3494 3494 6280 4275 1933 7222 6586 2326 2326 2326 2326 1148 6871
3222,3222 2095 2095 5784 5784 5784 5784 1218 1218 1218 1218 3497 3497 3497 2018 2018 2018 2018 2018 2018
3223,3223 7091 6625 6110 399 399 2591 6567 6567 7419 242 7161 1410 1673 1673 1673 1673 1673 1673 1673
3224,3224 3835 3835 3696 5759 5976 7427 6083 6083 6675 7450 6654 5334 4819 3713 4669 2430 3904 3240 3585
3225,3225 3225 3225 2248 2248 2248 6109 6109 939 939 939 939 939 5223 5223 5686 4261 72 72 2116
3226,3226 3324 571 4167 822 822 822 822 141 141 150 6574 1118 1118 1118 1118 1118 1118 3380 423
3227,3227 3227 5785 6119 5836 2285 3825 5411 5411 3043 3043 4528 5115 199 5028 6420 3661 6105 6779 6779
3228,3228 3228 6371 1451 5558 371 1164 6329 6794 3439 1266 5221 5221 4080 1983 1983 1983 1983 5898 7350
3229,3229 2773 7206 3217 7328 2104 4002 4002 4002 283 5940 315 6995 208 4520 253 6009 2535 3266 3266
3230,3230 3230 3230 5051 4828 4828 4828 1575 5659 6893 7025 1160 2000 3335 3335 2380 4696 4795 4707 4127
3231,3231 3231 3813 2731 4538 4898 5980 2420 1860 3495 3495 4895 426 426 426 6778 924 924 6075 3785
3232,3232 2069 4108 1874 3686 622 622 622 622 3062 4114 4773 4773 5123 2995 2995 6400 6390 6390 2605
3233,3233 2224 2664 2664 2425 2425 6069 6015 6458 4735 2544 2544 2544 1983 1983 1983 1983 5664 6824 6329
3234,3234 3234 6573 6573 6573 5978 1896 6885 2242 5114 5252 568 568 270 1544 1544 1544 1544 1544 1544
3235,3235 937 937 1414 1414 1414 1414 2805 2805 2287 4174 3774 3774 4298 4581 548 548 548 548 548
3236,3236 3236 3390 6781 16 2100 5327 1691 2753 2753 2753 6445 5517 5886 3816 2653 221 6060 6060 1415
3237,3237 7292 1814 1814 1814 3445 922 5496 5496 1993 2177 2177 1052 5663 1262 1262 5220 5220 5627 2304
3238,3238 4306 1654 230 230 3902 3902 4511 4376 1328 1328 1328 7110 6138 6138 6138 6331 1819 1819 3998
3239,3239 1559 1559 1559 1559 1559 1559 1559 1559 1559 1559 1559 1559 1559 1559 1559 1559 1559 1559 4556
3240,3240 6269 3585 4124 6908 6908 7317 2274 2274 2274 3904 5334 2430 6075 3501 6031 3835 3835 6675 2107
3241,3241 3241 3241 3241 1779 1779 4640 4640 2392 2392 2392 608 608 1990 1990 4300 4300 4300 4300 4300
3242,3242 5299 5091 180 7267 3521 3521 5758 1412 1412 7424 1286 1286 1286 1286 2268 1008 1008 2816 2244
3243,3243 3243 3243 3243 1139 1139 1139 1139 2048 2048 2048 2048 2048 2048 5475 5475 5475 2054 2054 1795
3244,3244 2335 2335 2335 2335 4276 1668 1229 6635 1977 1977 5024 6359 2015 2015 5131 4752 4752 4752 823
3245,3245 692 1473 1473 1473 1473 1473 1473 1473 1473 3679 7095 6903 6903 3532 295 5318 6645 4603 6528
3246,3246 2007 2007 4941 1792 1792 1792 1254 5646 5336 5336 4284 4284 3889 3889 4134 1959 1959 1959 1959
3247,3247 4522 4522 3487 3487 3487 3487 409 409 409 409 1954 1954 1954 1954 3348 688 688 688 688
3248,3248 4299 4299 3782 6664 865 2872 1143 1143 3393 6940 2821 330 7022 6484 4875 5201 5201 4877 4877
3249,3249 620 620 4464 4706 7393 5089 5089 5089 5089 5089 2493 2493 2817 2817 4015 4870 1215 1215 6680
3250,3250 3250 2563 6934 4793 3949 3949 3949 6514 9 9 9 1475 2603 1259 5807 2204 3596 3596 6636
3251,3251 7276 3731 5905 5905 5905 4227 1532 1532 1532 5940 4777 4777 2780 2780 2780 2780 808 6995 283
3252,3252 5947 5947 5947 6215 634 634 634 5685 2843 5459 2938 2938 549 549 7197 5013 6394 4587 4587
3253,3253 3253 3253 881 881 881 881 881 4253 4253 26 594 594 594 5134 1965 1965 5929 5632 6111
3254,3254 1839 1839 1839 2208 2208 2208 2208 2208 4517 4517 4268 4268 4268 4268 4268 3049 3049 1024 1024
3255,3255 3774 3774 4190 785 4085 4085 3411 2716 4450 1414 1414 1414 1414 3235 5124 3779 3807 4298 4581
3256,3256 915 2350 2350 2350 860 860 874 6107 6413 3294 3294 167 167 5770 5770 5770 1383 1383 4760
3257,3257 6356 564 304 304 3463 1085 3268 3268 3268 3736 3736 3736 3736 4988 4988 4988 3037 4894 4894
3258,3258 5055 1411 1411 1411 1771 5452 1116 6468 2213 2105 3044 4420 4420 4420 6434 2097 4569 2590 7421
3259,3259 6091 6091 1374 5678 2358 607 2087 2087 5598 2105 4287 6656 1289 84 2369 2369 4948 1916 6076
3260,3260 2130 2130 2130 2130 2130 6194 3603 1653 958 958 958 55 1191 1191 1191 5382 5899 2196 2196
3261,3261 3668 529 529 529 6985 3602 5233 523 6547 6650 6650 2986 803 803 5157 5157 5157 5157 2408
3262,3262 2676 368 3690 5608 1572 1572 1572 1572 3473 1623 745 3644 3644 6444 1548 6632 837 6351 6351
3263,3263 2297 3937 4792 4792 3473 1572 1572 1572 1572 476 476 5066 3388 2477 2477 2477 4363 1623 1663
3264,3264 2184 6587 1555 1704 3434 3434 3857 3857 2352 4528 3271 3661 2928 2928 216 317 5105 5831 7077
3265,3265 321 3693 4426 3042 3042 4377 3977 1330 1330 1330 1330 5911 1785 1785 7256 6220 3572 3572 4256
3266,3266 3266 3266 3266 3140 5504 5504 7328 2104 7097 3984 4648 5323 5323 5323 315 3229 4195 6030 7206
3267,3267 3267 6273 7361 2889 5394 5394 4474 3402 1355 1355 4475 5356 3758 3758 6441 7112 4786 2216 3570
3268,3268 3268 3268 1658 1658 1658 2555 2555 72 72 1085 2116 6356 3736 3736 3736 3736 3257 3721 4988
3269,3269 3311 3311 3311 1867 1867 1867 1867 1867 2946 2946 2094 2094 2070 219 1737 7325 2384 6213 6213
3270,3270 1471 1471 1471 1471 1471 1471 3956 3956 3875 7101 3278 3112 576 576 576 576 3415 3415 2429
3271,3271 2928 2928 1704 3264 2352 3434 3434 2184 317 5105 7448 7273 6587 1555 3305 3661 216 4528 3857
3272,3272 6522 4713 5607 7133 121 3771 1371 1371 2473 1930 1930 1930 928 4434 2878 1111 2021 2021 2021
3273,3273 3525 3525 3525 1327 4442 6453 1042 7130 6764 6867 1750 1750 2620 7187 7370 3558 6308 1561 1561
3274,3274 1708 1708 1708 4355 4355 4999 4999 4999 2385 2385 2385 5234 2813 5399 2987 2718 2718 2718 2718
3275,3275 3275 7250 7341 4471 877 4239 362 362 3117 5136 731 731 5417 6671 4196 861 3996 4130 5352
3276,3276 3276 3276 2686 2686 2686 2686 2686 2686 3860 2710 6661 7441 4111 210 2942 4155 1600 1600 1600
3277,3277 4800 3948 518 518 2828 4157 5364 7012 777 777 777 777 4868 2587 2587 7425 4145 1366 3767
3278,3278 3415 3415 3875 2798 2798 7058 3270 1471 1471 1471 1471 1471 1471 7101 4280 4280 576 576 576
3279,3279 1674 1674 7335 5840 5467 3074 6217 3289 4608 4608 2465 4749 4749 4957 5154 6476 6261 4292 4292
3280,3280 2080 5287 2309 1996 1996 5464 2186 7200 2549 2549 2549 4976 4976 7290 5573 1150 1150 6774 6407
3281,3281 601 775 775 775 775 5631 3315 4849 4849 7194 1766 639 3384 770 2169 2656 2656 2656 2656
3282,3282 4397 4397 2790 2790 2790 2790 2790 2790 2790 2790 7156 363 1233 1011 1011 229 155 5959 5193
3283,3283 3283 3283 1006 1006 1006 6454 2464 5668 970 4601 614 614 614 614 3727 4238 6016 4715 4477
3284,3284 3284 1793 1793 7140 1692 1692 1216 5593 5302 5809 5339 4575 4575 4575 6539 2869 4808 4808 4808
3285,3285 255 1894 1894 1894 1894 1894 1236 1236 7057 5073 5073 4358 1058 4674 4674 5602 5602 3323 3122
3286,3286 3286 6772 5753 1386 1386 4170 1002 2776 2776 7165 7165 1817 1817 1817 1817 979 979 3214 1107
3287,3287 3287 6693 6116 3635 6945 5953 4869 4869 3615 1292 5876 4637 3743 4348 2342 2342 2342 2342 6730
3288,3288 7155 1365 1365 6132 6132 1997 1997 5250 1525 1525 1525 1525 3005 4805 4805 6097 37 37 5838
3289,3289 5154 6217 5840 5611 6290 6290 6290 3428 197 197 1528 3279 2700 2700 2700 4292 4292 4608 4608
3290,3290 3290 2202 3848 738 738 738 6618 2032 2032 7302 4763 4763 1667 1667 1667 1667 5030 2666 4415
3291,3291 4741 2758 1283 1283 1283 1283 5968 259 5974 1753 1753 1753 1753 1753 1753 1753 5907 1928 1928
3292,3292 3292 3292 3086 6195 47 47 47 2914 2359 2359 2359 1919 4333 5916 1399 1399 1399 1399 1469
3293,3293 5093 5093 61 61 1749 1749 1749 4406 6609 5547 5551 5556 4576 4576 6376 6376 6376 162 4866
3294,3294 3294 6413 860 860 3256 4784 915 4215 4215 4215 6357 3641 3641 4543 4543 4760 4760 167 167
3295,3295 2450 171 6203 2418 5718 7445 2484 2484 2484 1644 1644 1644 1644 1644 5393 5393 553 553 553
3296,3296 300 6579 7044 5664 34 34 34 34 34 4996 7102 6575 6458 2876 2876 2544 2544 2544 256
3297,3297 5602 5602 3122 2636 2636 3323 7132 5492 4358 43 43 1236 1236 4674 4674 2730 1299 1299 1299
3298,3298 4310 6745 73 6797 2924 1915 4405 6787 2841 2841 5384 2970 967 967 967 967 6633 7269 6571
3299,3299 3764 3064 4354 2185 5041 5041 280 2479 3452 7030 6865 3866 2687 2687 2687 2687 2687 2687 5863
3300,3300 2622 1180 1180 1180 6342 6342 3830 5454 3935 3935 3038 3038 2004 5413 4078 2659 2659 1689 5236
3301,3301 4756 4365 733 733 733 733 733 733 733 733 733 733 733 733 3919 4887 5535 4624 4624
3302,3302 4606 7159 1607 1607 1607 3590 2030 2030 7042 6665 5099 5099 5102 1317 1317 1317 1317 1317 1317
3303,3303 3303 3303 7170 7392 5797 5797 1826 1826 6303 7404 3851 3851 6892 1403 1403 3789 3789 3789 3789
3304,3304 6211 6041 6041 1291 1892 5985 2582 2582 2582 3210 3210 5689 5689 1697 539 539 539 3363 801
3305,3305 317 5105 216 7430 2928 2928 4855 3434 3434 3394 940 7448 2352 7273 657 657 657 657 657
3306,3306 1379 1379 1379 1379 1379 3516 3516 3516 3516 3516 3516 6505 6505 2154 2154 2154 2008 2008 2008
3307,3307 3307 3307 3307 3307 3083 3083 4990 5003 538 538 7016 6058 1731 2649 3632 3632 3632 7093 3941
3308,3308 5301 312 1414 1414 1414 1414 7426 4298 4581 4697 4697 3235 4450 3774 3774 2514 2514 937 937
3309,3309 5559 6817 4084 4084 559 2316 2316 2316 2316 2316 1319 1665 1665 4546 4546 3196 3317 1806 4510
3310,3310 1119 1846 892 5242 5273 5553 7280 6387 6387 2940 5613 6570 4169 2915 2915 2782 4071 4412 1734
3311,3311 3311 3311 2946 2946 3269 1867 1867 1867 1867 1867 2155 3080 343 343 2070 4617 1560 2094 2094
3312,3312 1105 4356 2527 2527 396 6614 1460 1460 1460 1460 1460 7117 5799 422 422 422 422 422 422
3313,3313 3924 4338 4338 4934 5001 5740 4430 5141 1963 1381 5164 6380 6380 6380 5367 5367 5367 5367 254
3314,3314 6550 5457 4998 7131 6662 6662 5083 5083 4057 3410 4370 5230 1445 1445 1445 1445 1445 1445 1445
3315,3315 775 775 775 775 4849 4849 1766 3281 601 3384 2169 5631 7194 2656 2656 2656 2656 2656 2656
3316,3316 2596 6227 6992 3398 6790 303 5359 7150 7018 1616 4927 4927 4927 2466 6577 7311 4194 6753 3907
3317,3317 1319 160 1665 1665 2393 6817 7002 559 4774 4774 6248 1806 4546 4546 3353 3353 3353 3309 2960
3318,3318 6578 1729 412 412 6532 6532 4861 2146 7090 2379 4835 1125 2082 2082 5994 3946 3946 792 974
3319,3319 3319 5729 5328 5536 6882 347 5709 5709 5709 4021 5674 5674 3362 3362 7062 2791 2212 2212 2212
3320,3320 1016 6143 6143 5097 6725 5414 5317 5317 6274 5480 5480 5480 4044 5096 5438 284 1423 1423 1423
3321,3321 4451 4451 4451 5509 5509 4385 4218 3956 3956 1471 1471 1471 1471 1471 1471 6965 5818 3817 4798
3322,3322 3139 3704 4486 4486 2381 4940 4940 4940 6307 6649 5174 5174 5174 3536 2698 4282 4282 7031 6364
3323,3323 3122 3297 4358 5602 5602 1299 1299 1299 1894 1894 1894 1894 1894 2845 5296 3220 1236 1236 2730
3324,3324 3226 822 822 822 822 571 4167 1118 1118 1118 1118 1118 1118 141 141 3380 423 150 7079
3325,3325 5111 3728 4871 4871 6287 3094 6199 4765 1022 1022 1022 2261 2261 2261 2372 1264 1264 7376 6254
3326,3326 1782 1782 1782 5581 5581 415 2376 7217 5939 6128 2883 6312 826 2377 1020 1020 6666 7074 7074
3327,3327 5514 2139 2139 2139 3098 3098 3098 3098 3098 8 8 7004 6575 7449 6355 6355 6355 2795 5760
3328,3328 3328 5786 148 148 148 2107 4669 3079 6987 2952 6683 3713 3696 5151 1979 5976 7134 4797 5665
3329,3329 3791 912 912 386 386 5209 5209 4485 4485 3646 2247 2231 2231 2231 2231 4846 5390 5390 560
3330,3330 1858 7391 1505 4241 4049 1835 5662 4289 4289 4289 4967 1608 1608 7056 79 1947 2181 2181 2181
3331,3331 3331 3331 3331 5990 5990 4595 4595 4595 6412 6187 5347 6240 6207 6229 3810 344 4086 5307 4729
3332,3332 385 6136 6136 2180 4217 3101 3101 531 7452 4383 1716 1716 4921 5576 2423 3775 2254 6671 7243
3333,3333 3333 5436 674 725 725 725 395 395 395 395 4831 5002 667 667 1834 5124 1992 1992 486
3334,3334 4788 4788 4788 1964 7282 5012 4967 2181 2181 2181 5423 4389 3950 3440 3440 3440 6128 1399 1399
3335,3335 3335 2000 4696 4795 4707 1160 4127 4127 4127 4127 4127 4127 3656 3656 3656 7025 6893 6994 4502
3336,3336 5231 5231 2516 6626 5316 6700 1344 5294 5294 6692 6917 3998 3998 4684 7110 3096 1271 1171 1304
3337,3337 4677 5810 5810 7120 2328 2328 2328 2558 6506 2741 2741 7327 2984 505 505 5488 6473 1584 1584
3338,3338 3338 3338 3338 4418 6063 12 12 393 4456 4456 1652 6543 1003 159 159 4175 1133 5727 522
3339,3339 6956 4699 250 5355 545 1755 3923 2548 2548 3433 704 7371 4391 4391 3772 3772 3917 5431 2203
3340,3340 6497 6497 1735 3407 2573 2573 4933 3611 3611 5696 5137 5636 2670 3069 1701 6177 2633 2633 4862
3341,3341 2123 5816 741 741 7330 557 340 980 6430 2306 2306 2306 2306 3220 4603 4658 701 701 701
3342,3342 3342 3342 4820 4820 2403 2403 2403 1222 2551 1480 7036 5867 5867 1363 2598 4771 4734 3151 1825
3343,3343 4833 4833 6376 6376 6376 2593 2593 5730 3138 3138 3293 4576 4576 5093 5093 2438 2438 975 4110
3344,3344 4946 6596 2803 1149 1149 1149 1149 7212 652 652 652 652 652 652 652 2784 2784 2784 2784
3345,3345 3345 7055 6962 5443 4568 4568 4568 1696 4151 7358 3908 3908 1599 1672 3744 6511 6511 416 416
3346,3346 3346 5859 7236 5362 2762 2762 3711 5357 6429 3513 7263 5244 5244 2654 2654 2654 2654 2654 2654
3347,3347 3347 6727 3687 4644 4644 818 7381 212 5868 3465 5589 5589 2449 6873 2980 6200 4137 2823 2823
3348,3348 409 409 409 409 3487 3487 3487 3487 2050 2050 2050 1954 1954 1954 1954 6996 6996 3247 6854
3349,3349 1301 1638 1638 2162 4095 4095 6771 5323 5323 5323 2575 2712 2712 2712 3535 597 597 1921 1921
3350,3350 4465 4465 4465 6001 5395 3136 3717 4000 1869 2609 932 4073 5293 5293 4783 2696 1043 2990 2990
3351,3351 172 3781 3781 3781 5250 3090 7227 1365 1365 1840 4553 3000 1885 1885 1885 1885 37 37 6357
3352,3352 3352 3352 3352 3352 3352 3561 5751 5751 1904 1904 4650 1418 1418 1418 6911 5757 5757 5757 6167
3353,3353 3353 3353 593 593 593 593 593 7002 1436 1436 1436 1665 1665 2393 3317 5828 1319 4414 5451
3354,3354 116 116 116 671 671 671 671 671 671 5126 6546 7014 3633 3633 3633 3633 3633 2926 2926
3355,3355 3355 3355 3355 406 2625 1375 1375 1375 1261 1261 2383 5960 2802 534 1942 1942 7396 6856 996
3356,3356 3356 5187 2010 4028 1478 1895 1895 997 6165 4563 4563 4563 717 717 717 1864 1864 1864 1169
