user_id,user_embedding
4619,"[0.01762285642325878, 0.0, 0.36441242694854736, 0.12223174422979355, 0.25846990942955017, 0.16220533847808838, 0.40451979637145996, 0.0]"
4620,"[0.01761873997747898, 0.0, 1.283949613571167, 0.05989421159029007, 0.31160300970077515, 0.17067913711071014, 0.009066060185432434, 0.0]"
4621,"[0.017623266205191612, 0.0, 0.2589048743247986, 0.13492268323898315, 0.2556505799293518, 0.16120131313800812, 0.5241186022758484, 0.0]"
4622,"[0.017622649669647217, 0.0, 0.40818384289741516, 0.11736653000116348, 0.25963884592056274, 0.16249717772006989, 0.3579445481300354, 0.0]"
4623,"[0.017622865736484528, 0.0, 0.3540571331977844, 0.12480952590703964, 0.25865739583969116, 0.16205553710460663, 0.43000125885009766, 0.0]"
1443,"[0.01762302964925766, 0.0, 0.315249502658844, 0.13002651929855347, 0.25827839970588684, 0.16176964342594147, 0.48424339294433594, 0.0]"
691,"[0.017622753977775574, 0.0, 0.38967710733413696, 0.12199340760707855, 0.26070329546928406, 0.16250987350940704, 0.41369640827178955, 0.0]"
4624,"[0.0176226943731308, 0.0, 0.39527368545532227, 0.12227770686149597, 0.2614310681819916, 0.16251786053180695, 0.4188290238380432, 0.0]"
4625,"[0.01762286387383938, 0.0, 0.34921061992645264, 0.1263447105884552, 0.2591938376426697, 0.16207018494606018, 0.4496798515319824, 0.0]"
4626,"[0.017622945830225945, 0.0, 0.3546839654445648, 0.12637409567832947, 0.25990867614746094, 0.16224804520606995, 0.45385313034057617, 0.0]"
4627,"[0.01762276701629162, 0.0, 0.38867640495300293, 0.12145906686782837, 0.26052066683769226, 0.16242057085037231, 0.4067365229129791, 0.0]"
4628,"[0.017622806131839752, 0.0, 0.37882256507873535, 0.12232889980077744, 0.25986942648887634, 0.16229692101478577, 0.415269672870636, 0.0]"
4629,"[0.017622224986553192, 0.0, 0.5391991138458252, 0.10199985653162003, 0.263536661863327, 0.1638156771659851, 0.20894916355609894, 0.0]"
4630,"[0.017622776329517365, 0.0, 0.37419217824935913, 0.12090036273002625, 0.2584666609764099, 0.16223017871379852, 0.38761788606643677, 0.0]"
3656,"[0.017622577026486397, 0.0, 0.4077659845352173, 0.11826536804437637, 0.25994646549224854, 0.16253606975078583, 0.36714959144592285, 0.0]"
3617,"[0.017622826620936394, 0.0, 0.37634360790252686, 0.12334007024765015, 0.26013875007629395, 0.16234979033470154, 0.420681893825531, 0.0]"
988,"[0.017622530460357666, 0.0, 0.4198663532733917, 0.11922048777341843, 0.26169949769973755, 0.16266916692256927, 0.391183078289032, 0.0]"
3583,"[0.01762275956571102, 0.0, 0.38367533683776855, 0.12296222895383835, 0.2606735825538635, 0.16247910261154175, 0.42321646213531494, 0.0]"
4631,"[0.017622578889131546, 0.0, 0.4279232621192932, 0.11658098548650742, 0.26117414236068726, 0.1627623736858368, 0.3555966317653656, 0.0]"
4632,"[0.017618920654058456, 0.0, 1.2816951274871826, 0.06006290763616562, 0.3115312159061432, 0.17069780826568604, 0.009363874793052673, 0.0]"
4633,"[0.017619211226701736, 0.0, 1.196569561958313, 0.06422582268714905, 0.30570918321609497, 0.1698935329914093, 0.023500487208366394, 0.0]"
2141,"[0.01762263849377632, 0.0, 0.42736244201660156, 0.11754941940307617, 0.2616509199142456, 0.16278399527072906, 0.3685362637042999, 0.0]"
4634,"[0.01761888898909092, 0.0, 1.2558969259262085, 0.06129883974790573, 0.3097512722015381, 0.17041775584220886, 0.015038147568702698, 0.0]"
1663,"[0.01762300170958042, 0.0, 0.33529162406921387, 0.126379132270813, 0.2578001916408539, 0.16192464530467987, 0.44425296783447266, 0.0]"
4635,"[0.01762295514345169, 0.0, 0.35875630378723145, 0.1222904697060585, 0.2581510841846466, 0.16219297051429749, 0.3979388475418091, 0.0]"
4636,"[0.017622169107198715, 0.0, 0.5548693537712097, 0.10153963416814804, 0.26499229669570923, 0.16387495398521423, 0.21508929133415222, 0.0]"
4637,"[0.017623135820031166, 0.0, 0.29042115807533264, 0.13050435483455658, 0.25599244236946106, 0.16145305335521698, 0.4786931276321411, 0.0]"
3586,"[0.017622709274291992, 0.0, 0.37373974919319153, 0.12223027646541595, 0.25913161039352417, 0.16233046352863312, 0.4081331193447113, 0.0]"
4500,"[0.01762247271835804, 0.0, 0.4489315450191498, 0.11647535115480423, 0.263156533241272, 0.16294996440410614, 0.36307209730148315, 0.0]"
4411,"[0.01762267015874386, 0.0, 0.4121209979057312, 0.1174389123916626, 0.26010799407958984, 0.1626022458076477, 0.3591409921646118, 0.0]"
4638,"[0.01762264035642147, 0.0, 0.40903693437576294, 0.1199386715888977, 0.2610871493816376, 0.16258753836154938, 0.3879234194755554, 0.0]"
4639,"[0.017622221261262894, 0.0, 0.49972549080848694, 0.10956741869449615, 0.26363202929496765, 0.16343607008457184, 0.28994718194007874, 0.0]"
1594,"[0.017618458718061447, 0.0, 1.3338303565979004, 0.05770432949066162, 0.3149247169494629, 0.1713695377111435, 0.003078669309616089, 0.0]"
1646,"[0.017623627558350563, 0.0, 0.05736513435840607, 0.20210972428321838, 0.2759864032268524, 0.15952733159065247, 1.3603826761245728, 0.0]"
1597,"[0.017622485756874084, 0.0, 0.4456064701080322, 0.11646949499845505, 0.2626802325248718, 0.16294533014297485, 0.3671282231807709, 0.0]"
4640,"[0.01762264408171177, 0.0, 0.42032939195632935, 0.1175406277179718, 0.2609526515007019, 0.16269049048423767, 0.3635370135307312, 0.0]"
931,"[0.017622748389840126, 0.0, 0.40533149242401123, 0.11856330186128616, 0.260202556848526, 0.16257335245609283, 0.37214425206184387, 0.0]"
4641,"[0.01762315444648266, 0.0, 0.28666314482688904, 0.13189178705215454, 0.256653755903244, 0.16149118542671204, 0.49395620822906494, 0.0]"
4642,"[0.017622489482164383, 0.0, 0.4504741132259369, 0.11536756157875061, 0.26268160343170166, 0.16305504739284515, 0.3504924178123474, 0.0]"
4643,"[0.0176224522292614, 0.0, 0.471160888671875, 0.10949107259511948, 0.261172354221344, 0.16304723918437958, 0.276689350605011, 0.0]"
910,"[0.017619024962186813, 0.0, 1.2231251001358032, 0.06297443807125092, 0.30749422311782837, 0.1702103614807129, 0.019336163997650146, 0.0]"
46,"[0.0176235344260931, 0.0, 0.0, 0.38506391644477844, 0.3504510521888733, 0.1568654179573059, 3.7252418994903564, 0.0]"
4644,"[0.017623625695705414, 0.0, 0.05146472156047821, 0.2047300487756729, 0.2768753170967102, 0.15946494042873383, 1.389871597290039, 0.0]"
4645,"[0.017623616382479668, 0.0, 0.017813116312026978, 0.22211000323295593, 0.2840632498264313, 0.1592225283384323, 1.6127914190292358, 0.0]"
4646,"[0.01762252487242222, 0.0, 0.43771737813949585, 0.1165643259882927, 0.26198846101760864, 0.16284877061843872, 0.3606138229370117, 0.0]"
34,"[0.017623120918869972, 0.0, 0.32255837321281433, 0.12700365483760834, 0.25709086656570435, 0.1617163121700287, 0.44495320320129395, 0.0]"
1103,"[0.017622729763388634, 0.0, 0.4115080237388611, 0.11935318261384964, 0.26134851574897766, 0.1625942587852478, 0.38309773802757263, 0.0]"
4647,"[0.017622560262680054, 0.0, 0.4383400082588196, 0.1150360181927681, 0.2610126733779907, 0.16291208565235138, 0.33563750982284546, 0.0]"
4648,"[0.017622387036681175, 0.0, 0.4846987724304199, 0.11140777170658112, 0.263804167509079, 0.1633829027414322, 0.3121704161167145, 0.0]"
4649,"[0.017618738114833832, 0.0, 1.2733124494552612, 0.06056419387459755, 0.3106563091278076, 0.1706622987985611, 0.010509878396987915, 0.0]"
272,"[0.017623627558350563, 0.0, 0.05131159722805023, 0.2047605663537979, 0.2771299183368683, 0.15948285162448883, 1.3908100128173828, 0.0]"
4650,"[0.017622772604227066, 0.0, 0.394286572933197, 0.11829599738121033, 0.2588777542114258, 0.1625187247991562, 0.36203962564468384, 0.0]"
4651,"[0.01762285828590393, 0.0, 0.3671841025352478, 0.12395644187927246, 0.25968605279922485, 0.16228695213794708, 0.4308094382286072, 0.0]"
4652,"[0.017623620107769966, 0.0, 0.025044679641723633, 0.2190735936164856, 0.2829554080963135, 0.15932436287403107, 1.575987696647644, 0.0]"
4523,"[0.01762247644364834, 0.0, 0.4600149691104889, 0.11282055079936981, 0.2621002495288849, 0.1632055938243866, 0.3189607560634613, 0.0]"
3347,"[0.017622822895646095, 0.0, 0.35059112310409546, 0.12488442659378052, 0.25858232378959656, 0.16221435368061066, 0.4335785508155823, 0.0]"
4499,"[0.017623627558350563, 0.0, 0.059506118297576904, 0.20163598656654358, 0.27588796615600586, 0.15964724123477936, 1.355115294456482, 0.0]"
4653,"[0.017622513696551323, 0.0, 0.45718443393707275, 0.11342798918485641, 0.2621530592441559, 0.16311629116535187, 0.32498055696487427, 0.0]"
4654,"[0.0176226869225502, 0.0, 0.3909115195274353, 0.121181420981884, 0.26011335849761963, 0.16238893568515778, 0.40143996477127075, 0.0]"
4655,"[0.017618689686059952, 0.0, 1.3214693069458008, 0.05816812813282013, 0.3143109083175659, 0.17110304534435272, 0.004948318004608154, 0.0]"
4656,"[0.017622850835323334, 0.0, 0.36346298456192017, 0.12466662377119064, 0.2596113681793213, 0.16216014325618744, 0.4330543875694275, 0.0]"
4526,"[0.017622824758291245, 0.0, 0.3935220241546631, 0.11942949891090393, 0.2596178650856018, 0.1624900847673416, 0.37874603271484375, 0.0]"
4657,"[0.017623070627450943, 0.0, 0.320025235414505, 0.13062289357185364, 0.25888562202453613, 0.16171054542064667, 0.49380654096603394, 0.0]"
4658,"[0.017623059451580048, 0.0, 0.3298894166946411, 0.1284456104040146, 0.2586849331855774, 0.16185420751571655, 0.4717286229133606, 0.0]"
919,"[0.01762239821255207, 0.0, 0.48108232021331787, 0.11241886764764786, 0.2637174725532532, 0.16323642432689667, 0.32148945331573486, 0.0]"
4659,"[0.017622511833906174, 0.0, 0.4487401843070984, 0.11612901091575623, 0.26298242807388306, 0.16307000815868378, 0.36266469955444336, 0.0]"
4660,"[0.017623087391257286, 0.0, 0.3297979235649109, 0.12656806409358978, 0.25757142901420593, 0.16183438897132874, 0.4433631896972656, 0.0]"
4661,"[0.017623117193579674, 0.0, 0.30833566188812256, 0.1298750638961792, 0.25749853253364563, 0.16176696121692657, 0.47984832525253296, 0.0]"
4662,"[0.01762271486222744, 0.0, 0.4137173295021057, 0.11810211837291718, 0.2606891393661499, 0.1625959873199463, 0.36712777614593506, 0.0]"
4663,"[0.01762307994067669, 0.0, 0.3278220295906067, 0.1269145905971527, 0.2576224207878113, 0.161823570728302, 0.4468642473220825, 0.0]"
4664,"[0.017622390761971474, 0.0, 0.5002855062484741, 0.10675662010908127, 0.2626889646053314, 0.16345767676830292, 0.25754615664482117, 0.0]"
4665,"[0.01762300729751587, 0.0, 0.3457688093185425, 0.12458483129739761, 0.2577608823776245, 0.16198745369911194, 0.42180103063583374, 0.0]"
3633,"[0.017622655257582664, 0.0, 0.4041626453399658, 0.12046374380588531, 0.26110324263572693, 0.16259022057056427, 0.3953866958618164, 0.0]"
4666,"[0.017622830346226692, 0.0, 0.3693530559539795, 0.12392370402812958, 0.25977587699890137, 0.1622580736875534, 0.42593497037887573, 0.0]"
4667,"[0.01762285828590393, 0.0, 0.3832727372646332, 0.12258368730545044, 0.26048752665519714, 0.1623689830303192, 0.41608867049217224, 0.0]"
4668,"[0.017618494108319283, 0.0, 1.3474427461624146, 0.05693242698907852, 0.3159760534763336, 0.171385258436203, 0.0, 0.0]"
4669,"[0.017622224986553192, 0.0, 0.5092529058456421, 0.10946912318468094, 0.2648114264011383, 0.16356489062309265, 0.2981783449649811, 0.0]"
1612,"[0.017622804269194603, 0.0, 0.38972997665405273, 0.12023724615573883, 0.25957658886909485, 0.16234290599822998, 0.3870529532432556, 0.0]"
424,"[0.01762300543487072, 0.0, 0.3221752941608429, 0.12693694233894348, 0.2568894326686859, 0.1618991643190384, 0.44419825077056885, 0.0]"
184,"[0.01761906035244465, 0.0, 1.2460283041000366, 0.061996251344680786, 0.3089902698993683, 0.1704145073890686, 0.017553195357322693, 0.0]"
4670,"[0.017622902989387512, 0.0, 0.33384132385253906, 0.12573237717151642, 0.2574688792228699, 0.16190695762634277, 0.4352521300315857, 0.0]"
2549,"[0.017622804269194603, 0.0, 0.3956592082977295, 0.12023479491472244, 0.26013892889022827, 0.16253268718719482, 0.38977861404418945, 0.0]"
4671,"[0.017623215913772583, 0.0, 0.2797113358974457, 0.1352369487285614, 0.2575702965259552, 0.1614471971988678, 0.5386297702789307, 0.0]"
1636,"[0.017622850835323334, 0.0, 0.35289573669433594, 0.12584154307842255, 0.25936880707740784, 0.16209150850772858, 0.44618523120880127, 0.0]"
3597,"[0.01762363500893116, 0.0, 0.08511042594909668, 0.18684989213943481, 0.26963528990745544, 0.15976643562316895, 1.158618450164795, 0.0]"
4672,"[0.01762264408171177, 0.0, 0.40762820839881897, 0.1175977885723114, 0.2595844864845276, 0.16259348392486572, 0.35678809881210327, 0.0]"
4673,"[0.01762267015874386, 0.0, 0.41642165184020996, 0.11867925524711609, 0.2613898515701294, 0.16267573833465576, 0.38029927015304565, 0.0]"
4674,"[0.017622675746679306, 0.0, 0.4186152517795563, 0.1176232397556305, 0.26094481348991394, 0.16270534694194794, 0.3671018183231354, 0.0]"
4548,"[0.017622392624616623, 0.0, 0.46807143092155457, 0.11309896409511566, 0.26300275325775146, 0.1631244271993637, 0.3288217782974243, 0.0]"
4675,"[0.017623160034418106, 0.0, 0.3023962378501892, 0.13105298578739166, 0.25761187076568604, 0.16171406209468842, 0.49058908224105835, 0.0]"
4676,"[0.017622776329517365, 0.0, 0.376736044883728, 0.12324576079845428, 0.2601718604564667, 0.16236062347888947, 0.4240187406539917, 0.0]"
4677,"[0.01762317307293415, 0.0, 0.28533604741096497, 0.13325273990631104, 0.2569832503795624, 0.16138887405395508, 0.5117433071136475, 0.0]"
4678,"[0.01762229949235916, 0.0, 0.5190414190292358, 0.10746964067220688, 0.26491060853004456, 0.16357186436653137, 0.2741297483444214, 0.0]"
3138,"[0.017623072490096092, 0.0, 0.32502493262290955, 0.12974461913108826, 0.258714497089386, 0.1619037240743637, 0.483371376991272, 0.0]"
4679,"[0.017623621970415115, 0.0, 0.042098596692085266, 0.2098175585269928, 0.27903732657432556, 0.15941110253334045, 1.4585063457489014, 0.0]"
1622,"[0.017623139545321465, 0.0, 0.30393919348716736, 0.13092070817947388, 0.25768721103668213, 0.1615787297487259, 0.4930723309516907, 0.0]"
4680,"[0.017622778192162514, 0.0, 0.38804036378860474, 0.11902739852666855, 0.2586989402770996, 0.16240206360816956, 0.36865633726119995, 0.0]"
4681,"[0.017623193562030792, 0.0, 0.2813975512981415, 0.13122913241386414, 0.25568264722824097, 0.16145871579647064, 0.4830777645111084, 0.0]"
4682,"[0.017622612416744232, 0.0, 0.4173685610294342, 0.11941574513912201, 0.2616055905818939, 0.16274094581604004, 0.3870568871498108, 0.0]"
1692,"[0.0176229327917099, 0.0, 0.3393566608428955, 0.12687766551971436, 0.25871968269348145, 0.16208668053150177, 0.4545910358428955, 0.0]"
4683,"[0.017622850835323334, 0.0, 0.3845953643321991, 0.12146956473588943, 0.2599458396434784, 0.162472665309906, 0.3999355137348175, 0.0]"
4684,"[0.017622649669647217, 0.0, 0.40906381607055664, 0.11952976882457733, 0.26094019412994385, 0.16261695325374603, 0.3875294625759125, 0.0]"
3612,"[0.017622502520680428, 0.0, 0.4482415020465851, 0.11531749367713928, 0.2622690200805664, 0.16299061477184296, 0.3482082784175873, 0.0]"
4685,"[0.01762273535132408, 0.0, 0.39299726486206055, 0.11982908844947815, 0.25962790846824646, 0.16235540807247162, 0.38071727752685547, 0.0]"
4565,"[0.017622601240873337, 0.0, 0.4295404255390167, 0.11850272864103317, 0.26242509484291077, 0.16275934875011444, 0.383212149143219, 0.0]"
4686,"[0.0176230538636446, 0.0, 0.29802846908569336, 0.13075701892375946, 0.2568027377128601, 0.16160859167575836, 0.4863842725753784, 0.0]"
3624,"[0.017622876912355423, 0.0, 0.35055437684059143, 0.12658721208572388, 0.2593778669834137, 0.1621464192867279, 0.4536207914352417, 0.0]"
1643,"[0.017623014748096466, 0.0, 0.3280738890171051, 0.12724508345127106, 0.25765132904052734, 0.1618557572364807, 0.44988948106765747, 0.0]"
4687,"[0.01762276142835617, 0.0, 0.39861923456192017, 0.11919845640659332, 0.2602528929710388, 0.16249001026153564, 0.3801513910293579, 0.0]"
4688,"[0.01762319728732109, 0.0, 0.3076993227005005, 0.12955160439014435, 0.2571403384208679, 0.16165953874588013, 0.47174161672592163, 0.0]"
4689,"[0.01762266643345356, 0.0, 0.4020884335041046, 0.1215001791715622, 0.2616497576236725, 0.16267386078834534, 0.40983715653419495, 0.0]"
4690,"[0.017622943967580795, 0.0, 0.33490586280822754, 0.12865856289863586, 0.2593056559562683, 0.16191276907920837, 0.47634249925613403, 0.0]"
3627,"[0.01762363128364086, 0.0, 0.06988370418548584, 0.19541221857070923, 0.27320796251296997, 0.15961143374443054, 1.2714298963546753, 0.0]"
143,"[0.017618859186768532, 0.0, 1.30147123336792, 0.059207431972026825, 0.3129410147666931, 0.17087970674037933, 0.006815358996391296, 0.0]"
4568,"[0.017623627558350563, 0.0, 0.06431514024734497, 0.19778020679950714, 0.27411720156669617, 0.15957486629486084, 1.301601767539978, 0.0]"
4691,"[0.017623629420995712, 0.0, 0.06806553900241852, 0.19523435831069946, 0.27297243475914, 0.15960456430912018, 1.2672103643417358, 0.0]"
3632,"[0.017622675746679306, 0.0, 0.40683549642562866, 0.11859574168920517, 0.2601213753223419, 0.16250069439411163, 0.36954593658447266, 0.0]"
4692,"[0.017622755840420723, 0.0, 0.4034128785133362, 0.11970585584640503, 0.26076170802116394, 0.162562295794487, 0.3861904740333557, 0.0]"
4693,"[0.017622701823711395, 0.0, 0.4116077125072479, 0.11798875778913498, 0.26037177443504333, 0.1626729518175125, 0.36575716733932495, 0.0]"
1633,"[0.017622672021389008, 0.0, 0.38011109828948975, 0.12371446192264557, 0.26047930121421814, 0.16241350769996643, 0.429951012134552, 0.0]"
4694,"[0.01761852204799652, 0.0, 1.3657804727554321, 0.055942412465810776, 0.31746232509613037, 0.17150074243545532, 0.0, 0.0]"
4695,"[0.017623083665966988, 0.0, 0.30386728048324585, 0.129713237285614, 0.25676313042640686, 0.16156980395317078, 0.4729989767074585, 0.0]"
4696,"[0.01762261614203453, 0.0, 0.4138838052749634, 0.11816603690385818, 0.260710746049881, 0.16263625025749207, 0.36795979738235474, 0.0]"
4697,"[0.017623132094740868, 0.0, 0.2918816804885864, 0.13452757894992828, 0.2585187554359436, 0.16157621145248413, 0.5354917049407959, 0.0]"
4698,"[0.01762278936803341, 0.0, 0.3875011205673218, 0.11884307861328125, 0.2586175501346588, 0.1622571498155594, 0.3633608818054199, 0.0]"
3641,"[0.017622828483581543, 0.0, 0.3664625287055969, 0.12488526105880737, 0.2597981095314026, 0.1620934158563614, 0.4364715814590454, 0.0]"
4699,"[0.017622867599129677, 0.0, 0.33915477991104126, 0.1266983300447464, 0.257946640253067, 0.16190338134765625, 0.44776880741119385, 0.0]"
3653,"[0.017618738114833832, 0.0, 1.3102225065231323, 0.05886278301477432, 0.31361591815948486, 0.17096592485904694, 0.007826283574104309, 0.0]"
4700,"[0.01762293092906475, 0.0, 0.3401103615760803, 0.12955322861671448, 0.26008182764053345, 0.1620844304561615, 0.49013620615005493, 0.0]"
4585,"[0.017622528597712517, 0.0, 0.4445943832397461, 0.11655452102422714, 0.26259851455688477, 0.16290052235126495, 0.35903000831604004, 0.0]"
4701,"[0.017622709274291992, 0.0, 0.3934307098388672, 0.1212703213095665, 0.2604280710220337, 0.16248716413974762, 0.3987058401107788, 0.0]"
4702,"[0.017622854560613632, 0.0, 0.3735590875148773, 0.1227150559425354, 0.2595544159412384, 0.16230559349060059, 0.4129163920879364, 0.0]"
4703,"[0.017622707411646843, 0.0, 0.4016697406768799, 0.11984329670667648, 0.260492742061615, 0.16241595149040222, 0.38403671979904175, 0.0]"
4704,"[0.017623620107769966, 0.0, 0.03387506306171417, 0.21334758400917053, 0.2805073857307434, 0.15937770903110504, 1.5016217231750488, 0.0]"
4705,"[0.017622191458940506, 0.0, 0.5160329937934875, 0.10813238471746445, 0.26461488008499146, 0.16357702016830444, 0.28344032168388367, 0.0]"
1644,"[0.01762264408171177, 0.0, 0.41804468631744385, 0.11973093450069427, 0.26198938488960266, 0.16262346506118774, 0.390392541885376, 0.0]"
3194,"[0.01762266643345356, 0.0, 0.40598708391189575, 0.11890877783298492, 0.260226309299469, 0.1625954955816269, 0.37367936968803406, 0.0]"
1640,"[0.017623621970415115, 0.0, 0.03548143804073334, 0.21241575479507446, 0.28011876344680786, 0.15931780636310577, 1.4912058115005493, 0.0]"
1882,"[0.017623061314225197, 0.0, 0.30170905590057373, 0.12914299964904785, 0.2563067078590393, 0.1614435315132141, 0.4665672779083252, 0.0]"
4706,"[0.01762286387383938, 0.0, 0.37746962904930115, 0.12371312826871872, 0.26050543785095215, 0.16230440139770508, 0.42915821075439453, 0.0]"
4707,"[0.01762276329100132, 0.0, 0.3824557363986969, 0.12294479459524155, 0.26029813289642334, 0.16226182878017426, 0.4163949489593506, 0.0]"
4608,"[0.017618728801608086, 0.0, 1.3070107698440552, 0.05878351256251335, 0.3131777346134186, 0.17089882493019104, 0.00407429039478302, 0.0]"
4708,"[0.017622673884034157, 0.0, 0.4117790460586548, 0.11831646412611008, 0.2606591582298279, 0.16265182197093964, 0.3683927059173584, 0.0]"
4709,"[0.017622709274291992, 0.0, 0.4097069799900055, 0.11744250357151031, 0.25977563858032227, 0.16255615651607513, 0.3569391369819641, 0.0]"
4710,"[0.0176228117197752, 0.0, 0.3796280026435852, 0.1216210126876831, 0.25946131348609924, 0.162376269698143, 0.39984723925590515, 0.0]"
4711,"[0.01762322150170803, 0.0, 0.27602845430374146, 0.13429300487041473, 0.25690439343452454, 0.161336749792099, 0.5227240324020386, 0.0]"
573,"[0.017623627558350563, 0.0, 0.05978710949420929, 0.20102334022521973, 0.2754960358142853, 0.15952226519584656, 1.3427376747131348, 0.0]"
2991,"[0.017622794955968857, 0.0, 0.3714814782142639, 0.12333402037620544, 0.25965139269828796, 0.162287175655365, 0.41861432790756226, 0.0]"
4712,"[0.017622878775000572, 0.0, 0.3429664373397827, 0.12493979930877686, 0.2576933205127716, 0.16197434067726135, 0.4267542362213135, 0.0]"
1040,"[0.01761898584663868, 0.0, 1.2384324073791504, 0.06229529529809952, 0.30848172307014465, 0.1703118085861206, 0.018547028303146362, 0.0]"
4713,"[0.01762252300977707, 0.0, 0.45338717103004456, 0.11352536082267761, 0.26169753074645996, 0.16296903789043427, 0.3201456665992737, 0.0]"
3202,"[0.01762229949235916, 0.0, 0.5061017274856567, 0.10730409622192383, 0.2631691098213196, 0.16344593465328217, 0.2659588158130646, 0.0]"
4714,"[0.017622455954551697, 0.0, 0.46493542194366455, 0.111905537545681, 0.26206931471824646, 0.16314296424388885, 0.3116399645805359, 0.0]"
4715,"[0.017623621970415115, 0.0, 0.03558000922203064, 0.2123454213142395, 0.2800988256931305, 0.15935397148132324, 1.4922510385513306, 0.0]"
4716,"[0.01762286014854908, 0.0, 0.355022668838501, 0.1257762312889099, 0.2594739496707916, 0.16215473413467407, 0.4429704546928406, 0.0]"
1175,"[0.017622513696551323, 0.0, 0.45910733938217163, 0.11338266730308533, 0.26224568486213684, 0.163043811917305, 0.3249205946922302, 0.0]"
4607,"[0.01762310601770878, 0.0, 0.32367008924484253, 0.12719514966011047, 0.25729450583457947, 0.16173692047595978, 0.4505155682563782, 0.0]"
574,"[0.01762278564274311, 0.0, 0.37967628240585327, 0.12334712594747543, 0.26048800349235535, 0.1623895764350891, 0.4266442060470581, 0.0]"
4717,"[0.0176230501383543, 0.0, 0.3467544615268707, 0.1237800195813179, 0.25769126415252686, 0.16203683614730835, 0.4146857261657715, 0.0]"
4718,"[0.017622265964746475, 0.0, 0.5016758441925049, 0.1108483299612999, 0.2651207447052002, 0.16351062059402466, 0.3146369755268097, 0.0]"
705,"[0.017622675746679306, 0.0, 0.37195253372192383, 0.12717841565608978, 0.2617765963077545, 0.16230200231075287, 0.47322869300842285, 0.0]"
1299,"[0.017622729763388634, 0.0, 0.39858609437942505, 0.1198282316327095, 0.26016849279403687, 0.16256652772426605, 0.38597387075424194, 0.0]"
1322,"[0.017623625695705414, 0.0, 0.05694940686225891, 0.202163964509964, 0.2760120630264282, 0.1595245897769928, 1.3577263355255127, 0.0]"
4719,"[0.017622241750359535, 0.0, 0.5271177887916565, 0.10600247234106064, 0.26454079151153564, 0.16364820301532745, 0.2602407932281494, 0.0]"
4342,"[0.017623623833060265, 0.0, 0.04120577871799469, 0.21081125736236572, 0.27953624725341797, 0.1593795120716095, 1.4697997570037842, 0.0]"
4720,"[0.01762290857732296, 0.0, 0.36780184507369995, 0.124059297144413, 0.2600593864917755, 0.1622813493013382, 0.4319165349006653, 0.0]"
959,"[0.017623621970415115, 0.0, 0.03734908998012543, 0.21226558089256287, 0.28025126457214355, 0.1594390571117401, 1.4926629066467285, 0.0]"
4721,"[0.01762313023209572, 0.0, 0.2940523028373718, 0.13117606937885284, 0.25665712356567383, 0.16151747107505798, 0.486348032951355, 0.0]"
4722,"[0.017622899264097214, 0.0, 0.35445576906204224, 0.126194566488266, 0.2595856487751007, 0.16204386949539185, 0.45041024684906006, 0.0]"
4723,"[0.017622485756874084, 0.0, 0.4648073613643646, 0.11341964453458786, 0.2629641890525818, 0.16314512491226196, 0.3311924338340759, 0.0]"
4612,"[0.017622653394937515, 0.0, 0.4114871025085449, 0.12009847909212112, 0.26136308908462524, 0.16266699135303497, 0.3953836262226105, 0.0]"
4724,"[0.017622966319322586, 0.0, 0.32962337136268616, 0.12692981958389282, 0.25776615738868713, 0.16190052032470703, 0.4505457282066345, 0.0]"
4725,"[0.01762247271835804, 0.0, 0.4705037474632263, 0.11074492335319519, 0.26200729608535767, 0.16317108273506165, 0.299579918384552, 0.0]"
4726,"[0.01762252487242222, 0.0, 0.45687803626060486, 0.11373938620090485, 0.26228079199790955, 0.16304180026054382, 0.3315373659133911, 0.0]"
4727,"[0.017622627317905426, 0.0, 0.41072720289230347, 0.11860993504524231, 0.2607091963291168, 0.16259855031967163, 0.37367695569992065, 0.0]"
4615,"[0.017623623833060265, 0.0, 0.046561941504478455, 0.20771393179893494, 0.2779518663883209, 0.1593787521123886, 1.4262233972549438, 0.0]"
4728,"[0.01762312836945057, 0.0, 0.29608452320098877, 0.13063004612922668, 0.25660982728004456, 0.161550834774971, 0.4821443557739258, 0.0]"
4729,"[0.017622921615839005, 0.0, 0.3470015525817871, 0.1267881691455841, 0.25923165678977966, 0.16202306747436523, 0.45416659116744995, 0.0]"
4730,"[0.017623070627450943, 0.0, 0.3271516263484955, 0.12837505340576172, 0.25838351249694824, 0.16185563802719116, 0.46775442361831665, 0.0]"
4731,"[0.017622623592615128, 0.0, 0.4231718182563782, 0.1176113560795784, 0.2611485421657562, 0.16274845600128174, 0.36751753091812134, 0.0]"
412,"[0.017622577026486397, 0.0, 0.4303150475025177, 0.11428085714578629, 0.25995418429374695, 0.1626756340265274, 0.3242596983909607, 0.0]"
4732,"[0.01762266829609871, 0.0, 0.4241279661655426, 0.11619216948747635, 0.26052209734916687, 0.16269268095493317, 0.3478928506374359, 0.0]"
4733,"[0.017622942104935646, 0.0, 0.34533780813217163, 0.12871842086315155, 0.2600290775299072, 0.1619892418384552, 0.4795665144920349, 0.0]"
941,"[0.017618652433156967, 0.0, 1.3173627853393555, 0.05833965539932251, 0.3139428496360779, 0.17106592655181885, 0.002537339925765991, 0.0]"
4734,"[0.017622647807002068, 0.0, 0.41744673252105713, 0.12007971853017807, 0.2620753049850464, 0.16275344789028168, 0.3967096209526062, 0.0]"
