mark,userName,p_id
Accepted,hzy2994066418,P1035
Accepted,qzhwpr,P1035
Unaccepted,qzhwpr,P1035
Accepted,wsadjkl0,P1035
Unaccepted,wsadjkl0,P1035
Judging,素笔叹长安,P1035
Accepted,Boyce316,P1035
Compile Error,Boyce316,P1035
Accepted,sugarsama,P1035
Accepted,百无禁忌,P1035
Unaccepted,百无禁忌,P1035
Unaccepted,图灵编程团队,P1035
Accepted,陌陌春峰,P1035
Accepted,田润然,P1035
Accepted,张稷鑫,P1035
Accepted,王浦安0718,P1035
Accepted,henrysheng0908,P1035
Unaccepted,henrysheng0908,P1035
Unaccepted,gonghuanwei,P1035
Accepted,123456yjt,P1035
Unaccepted,好像一切众生,P1035
Unaccepted,123456yjt,P1035
Accepted,机长博南,P1035
Accepted,风则锋,P1035
Unaccepted,机长博南,P1035
Accepted,3wo07nu,P1035
Unaccepted,风则锋,P1035
Accepted,2718115074a,P1035
Accepted,悠然小飞mm,P1035
Accepted,asdzxxc1,P1035
Accepted,DailyDay,P1035
Unaccepted,DailyDay,P1035
Unaccepted,王浦安0718,P1035
Unaccepted,悠然小飞mm,P1035
Accepted,万有引力lrt,P1035
Unaccepted,万有引力lrt,P1035
Unaccepted,gj123456,P1035
Accepted,Thecowfork,P1035
Accepted,竹芒,P1035
Unaccepted,竹芒,P1035
Unaccepted,ABCGFK,P1035
Accepted,byc2021,P1035
Compile Error,WangShuYi,P1035
Unaccepted,WangShuYi,P1035
Accepted,朱颜瘦,P1035
Unaccepted,wujiahao,P1035
Unaccepted,WZT123456,P1035
Accepted,saixinyu,P1035
Unaccepted,songmeiyi,P1035
Accepted,qjx123456,P1035
Accepted,Nattery,P1035
Compile Error,Nattery,P1035
Accepted,z_y_m,P1035
Compile Error,z_y_m,P1035
Accepted,cf飛luogu,P1035
Unaccepted,cf飛luogu,P1035
Accepted,Sun12138,P1035
Accepted,guosiyuan,P1035
Accepted,guozigeng,P1035
Accepted,Tangzh,P1036
Accepted,julisa12,P1036
Accepted,Style、宇爷,P1036
Unaccepted,julisa12,P1036
Accepted,言之丘山,P1036
Accepted,哲学家写散文,P1036
Unaccepted,哲学家写散文,P1036
Accepted,2020Juruo,P1036
Accepted,wanwujiefei,P1036
Accepted,Fawkes_Lee,P1036
Accepted,蜡笔小聪,P1036
Unaccepted,蜡笔小聪,P1036
Unaccepted,Fawkes_Lee,P1036
Unaccepted,Yang080108,P1036
Accepted,dadofkun,P1036
Unaccepted,dadofkun,P1036
Accepted,diandian2020,P1036
Accepted,Cleveer,P1036
Accepted,氢氧化钙、,P1036
Accepted,wangwanfu,P1036
Unaccepted,WT183,P1036
Accepted,余生慢,P1036
Accepted,lp2018,P1036
Accepted,_111,P1036
Unaccepted,Cleveer,P1036
Unaccepted,wangwanfu,P1036
Accepted,chengyaojin74,P1036
Compile Error,chengyaojin74,P1036
Accepted,lyrzs,P1036
Unaccepted,lyrzs,P1036
Accepted,zzhlyrics,P1036
Unshown,,P1036
Unaccepted,wanwujiefei,P1036
Accepted,GodfatherJD,P1036
Accepted,cjwww,P1036
Unaccepted,cjwww,P1036
Unaccepted,GodfatherJD,P1036
Accepted,yu_zhao,P1036
Accepted,BK10086,P1036
Unaccepted,BK10086,P1036
Unaccepted,yu_zhao,P1036
Accepted,Aros,P1036
Unaccepted,lp2018,P1036
Accepted,荧惑之灵,P1036
Unaccepted,荧惑之灵,P1036
Compile Error,荧惑之灵,P1036
Unaccepted,20120408EXO,P1036
Accepted,Dumby_cat,P1036
Accepted,Amazingggg,P1036
Accepted,Gnsk,P1036
Accepted,lj1095356178,P1036
Accepted,hesiyuan,P1036
Accepted,GuChengLei,P1036
Unaccepted,wuyx,P1036
Accepted,lzh254,P1036
Accepted,头发回收,P1036
Accepted,xiaokeyu,P1036
Accepted,user1542043226,P1036
Unaccepted,Tangzh,P1036
Accepted,zmrlcwds,P1036
Accepted,cgcwj,P1036
Unaccepted,zmrlcwds,P1036
Unaccepted,cgcwj,P1036
Accepted,本尼龟2333,P1036
Accepted,ilovestudy,P1036
Accepted,yudidina,P1036
Accepted,lxrasxz,P1036
Accepted,songhx,P1036
Unaccepted,lxrasxz,P1036
Accepted,哼哼鸟,P1036
Unaccepted,哼哼鸟,P1036
Accepted,于一九,P1036
Accepted,LinkWish,P1036
Accepted,KANATA1127,P1036
Unaccepted,KANATA1127,P1036
Compile Error,lxrasxz,P1036
Unaccepted,LinkWish,P1036
Compile Error,KANATA1127,P1036
Unaccepted,于一九,P1036
Accepted,Zyfer,P1036
Unaccepted,Dui05260219,P1036
Accepted,Feelme,P1036
Accepted,Linyufan,P1036
Accepted,大罗金仙,P1036
Accepted,戴铭坤,P1036
Accepted,学习柯学,P1036
Unaccepted,大罗金仙,P1036
Compile Error,大罗金仙,P1036
Unaccepted,戴铭坤,P1036
Compile Error,学习柯学,P1036
Accepted,Jay朝花夕拾,P1036
Unaccepted,Jay朝花夕拾,P1036
Accepted,LIKE_FIGHT,P1036
Unaccepted,LIKE_FIGHT,P1036
Accepted,一只小董,P1036
Accepted,Cheney011214,P1036
Accepted,Ryawq,P1036
Accepted,tigewe,P1036
Unaccepted,tigewe,P1036
Accepted,lin410,P1036
Unaccepted,lin410,P1036
Accepted,hf65535,P1036
Unaccepted,hf65535,P1036
Accepted,A991351103z,P1036
Compile Error,A991351103z,P1036
Accepted,shuoguo,P1036
Unaccepted,shuoguo,P1036
Accepted,胡方雨,P1036
Unaccepted,胡方雨,P1036
Accepted,decaddde,P1036
Accepted,yckogenta,P1036
Unaccepted,木子爺si田,P1036
Accepted,Eri加油干,P1036
Accepted,explorer123,P1036
Unaccepted,Cherryd,P1036
Accepted,Dui05260219,P1036
Accepted,olddriver66688,P1036
Unaccepted,olddriver66688,P1036
Accepted,cicicocoJ,P1036
Accepted,2019Sunny,P1036
Accepted,a1109632825,P1036
Accepted,ffkamisama,P1036
Unaccepted,ffkamisama,P1036
Unaccepted,a1109632825,P1036
Accepted,kingsurejj,P1036
Compile Error,kingsurejj,P1036
Accepted,又是WA的一天,P1036
Accepted,野生的椰子耶,P1036
Accepted,ITworker_Z,P1036
Accepted,GZM420,P1036
Accepted,慕容冷幽默,P1036
Unaccepted,慕容冷幽默,P1036
Unaccepted,ar_5637296,P1036
Compile Error,Dui05260219,P1036
Accepted,MYRPG,P1036
Accepted,Kazeya,P1036
Accepted,春雨amari,P1036
Waiting,春雨amari,P1036
Unaccepted,春雨amari,P1036
Accepted,yth6036,P1036
Unaccepted,尧猪咕咕咕咕,P1036
Accepted,YSL0701,P1036
Compile Error,尧猪咕咕咕咕,P1036
Unaccepted,Hhy12345,P1036
Unaccepted,yth6036,P1036
Accepted,HB20081106,P1036
Unaccepted,whatZBX,P1036
Compile Error,whatZBX,P1036
Accepted,维小轩,P1036
Compile Error,维小轩,P1036
Accepted,马化騰,P1036
Unaccepted,马化騰,P1036
Unaccepted,维小轩,P1036
Accepted,孙翌珺,P1036
Unaccepted,孙翌珺,P1036
Accepted,Hhy12345,P1036
Accepted,WAWA的,P1036
Unaccepted,WAWA的,P1036
Accepted,CaesarG,P1036
Accepted,二中__张震宇,P1036
Unaccepted,二中__张震宇,P1036
Accepted,U202015336,P1036
Accepted,realsunken,P1036
Unaccepted,realsunken,P1036
Accepted,L1107,P1036
Unaccepted,L1107,P1036
Accepted,SBOfficial,P1036
Accepted,孔垂华15831187788,P1036
Unaccepted,stan_marsh,P1036
Unaccepted,Luming_ei,P1036
Compile Error,Luming_ei,P1036
Accepted,Luming_ei,P1036
Accepted,Lpy1012,P1036
Accepted,郑于然ZYR,P1036
Accepted,adamguo,P1036
Accepted,lir660,P1036
Accepted,tring1,P1036
Unaccepted,tring1,P1036
Accepted,fouriek,P1036
Accepted,LHVictorique,P1036
Accepted,Hero_Of_Z,P1036
Unaccepted,fouriek,P1036
Accepted,s1965650974,P1036
Accepted,zlzlzlzlzl,P1036
Accepted,impression,P1036
Unaccepted,zlzlzlzlzl,P1036
Unaccepted,Hero_Of_Z,P1036
Accepted,Zwb0106,P1036
Accepted,2718115074a,P1036
Unaccepted,2718115074a,P1036
Compile Error,2718115074a,P1036
Unaccepted,Zwb0106,P1036
Accepted,wyxwyxwyx,P1036
Accepted,answer00001,P1036
Accepted,海英,P1036
Compile Error,海英,P1036
Accepted,XXcjjsw,P1036
Accepted,ebesin,P1036
Accepted,ALiQa5278,P1036
Accepted,集与楪祈,P1036
Unaccepted,集与楪祈,P1036
Accepted,dy99,P1036
Compile Error,佳昊加油,P1036
Unaccepted,佳昊加油,P1036
Unaccepted,920106970115dzk,P1036
Compile Error,lzh254,P1036
Unaccepted,hhl081102,P1036
Unaccepted,xiaokeyu,P1036
Unaccepted,YSL0701,P1036
Unaccepted,墨苏铭,P1037
Unaccepted,zhangxinyang2008,P1037
Unshown,,P1037
Unaccepted,ZhanPJ,P1037
Accepted,_111,P1037
Unaccepted,陈宇浩cc,P1037
Unaccepted,AE86,P1037
Accepted,AE86,P1037
Compile Error,AE86,P1037
Unaccepted,池123456,P1037
Accepted,Kazeya,P1037
Unaccepted,Kazeya,P1037
Compile Error,Kazeya,P1037
Accepted,子落棋归,P1037
Unaccepted,gunian666,P1037
Unaccepted,zymooll,P1037
Compile Error,xinzimin,P1037
Accepted,TrueNum,P1037
Unaccepted,huayucaiji,P1037
Unaccepted,kevin985,P1037
Unaccepted,TrueNum,P1037
Compile Error,TrueNum,P1037
Accepted,SCLzzzzzz,P1037
Unaccepted,SCLzzzzzz,P1037
Accepted,jianghanxi,P1037
Unaccepted,jianghanxi,P1037
Unaccepted,5123456qqcn,P1037
Accepted,TakeOnMe,P1037
Unaccepted,LHFQAQ,P1037
Unaccepted,WXH123,P1037
Compile Error,WXH123,P1037
Unaccepted,杨锦泽,P1037
Unaccepted,zhou_2009,P1037
Compile Error,Ian510Dream,P1037
Unaccepted,onlysky_yy,P1037
Accepted,lrz20090730,P1037
Compile Error,lrz20090730,P1037
Accepted,可爱的刘泰宏,P1037
Accepted,Hacket,P1037
Accepted,Capricornus,P1037
Accepted,Gunale0926,P1037
Accepted,魏杨晨,P1037
Unaccepted,Zyp123,P1037
Accepted,scpchangyi,P1037
Unaccepted,子落棋归,P1037
Compile Error,ccr39,P1037
Unaccepted,ccr39,P1037
Accepted,张家诚2006,P1037
Accepted,lcyxds,P1037
Unaccepted,张家诚2006,P1037
Accepted,孤_独,P1037
Accepted,青莲梵音,P1037
Accepted,xianzhi,P1037
Unaccepted,xianzhi,P1037
Accepted,魂豆罗,P1037
Accepted,李堂辉,P1037
Unaccepted,李堂辉,P1037
Accepted,LunateCirno,P1037
Unaccepted,LunateCirno,P1037
Unaccepted,HLY111,P1037
Unaccepted,涵_orb,P1037
Accepted,gudian,P1037
Compile Error,gudian,P1037
Accepted,Yx0326,P1037
Unaccepted,gudian,P1037
Accepted,初音ミク039,P1037
Unaccepted,初音ミク039,P1037
Unaccepted,ty1018,P1037
Compile Error,120MB,P1037
Compile Error,a953377671,P1037
Accepted,878100abc,P1037
Unaccepted,uprightness,P1037
Compile Error,HLY111,P1037
Unaccepted,TodayNoWa,P1037
Accepted,myh20100601,P1037
Accepted,zhouz,P1037
Unaccepted,ASTROBOY,P1037
Compile Error,ASTROBOY,P1037
Compile Error,shw091202,P1037
Accepted,xuhanbao,P1037
Unaccepted,xuhanbao,P1037
Unaccepted,leoxiaoxiaoyu,P1037
Accepted,Chy12321,P1037
Accepted,Eric_XuBoHan,P1037
Unaccepted,Eric_XuBoHan,P1037
Accepted,jerrywang0916,P1037
Unaccepted,jerrywang0916,P1037
Unaccepted,崔化博,P1037
Compile Error,崔化博,P1037
Unaccepted,zhanghongbo,P1037
Compile Error,落海沉,P1037
Unaccepted,落海沉,P1037
Accepted,wjxlxr,P1037
Accepted,_MaRcUs_,P1037
Unaccepted,_MaRcUs_,P1037
Accepted,汉关秦月,P1037
Unaccepted,InckieD,P1037
Unaccepted,Inckie,P1037
Unaccepted,pydmy7,P1037
Accepted,Change2026,P1037
Unaccepted,Change2026,P1037
Accepted,jinming,P1037
Unaccepted,yh的保镖,P1037
Unaccepted,wenqindong,P1037
Unaccepted,ezyuping,P1037
Unaccepted,jinming,P1037
Accepted,爆0使者,P1037
Unaccepted,fafu_y46,P1037
Accepted,hc1103354819,P1037
Unaccepted,hc1103354819,P1037
Unaccepted,asgdh,P1037
Accepted,yizimi远欣,P1037
Unaccepted,yizimi远欣,P1037
Unaccepted,程序练习生,P1037
Accepted,Acerla,P1037
Unaccepted,Acerla,P1037
Unaccepted,Luolin0715,P1037
Unaccepted,q0000000,P1037
Unaccepted,aoligei666,P1037
Accepted,1lgorithm,P1037
Accepted,郭梁,P1037
Unaccepted,Shikamoa,P1037
Accepted,Rocking_Yoshi,P1037
Unaccepted,Rocking_Yoshi,P1037
Accepted,2402843354lhc,P1037
Unaccepted,2402843354lhc,P1037
Accepted,白云小远,P1037
Accepted,HanPi,P1037
Unaccepted,Chieri,P1037
Unaccepted,HanPi,P1037
Unaccepted,柠小檬,P1037
Compile Error,柠小檬,P1037
Unaccepted,ChaoEcho,P1037
Accepted,lwy2008CPP,P1037
Accepted,Amandalipinxian,P1037
Unaccepted,Amandalipinxian,P1037
Unaccepted,lwy2008CPP,P1037
Compile Error,也许是可能吧,P1037
Unaccepted,也许是可能吧,P1037
Accepted,也许是可能吧,P1037
Unaccepted,Taoyu233,P1037
Accepted,暮色流年,P1037
Accepted,清风柠檬,P1037
Unaccepted,cyez1601王昊翔,P1037
Unaccepted,AlanCen,P1037
Compile Error,AlanCen,P1037
Unaccepted,金苹果gold,P1037
Unaccepted,喜欢萝卜的zxh,P1037
Accepted,deng888,P1037
Unaccepted,史诗号8927,P1037
Accepted,彭浩轩eddie,P1037
Accepted,AlanCen,P1037
Accepted,zjh111111,P1037
Accepted,天下皆白_,P1037
Unaccepted,zjh111111,P1037
Unaccepted,天下皆白_,P1037
Accepted,我不能太帅,P1037
Unaccepted,我不能太帅,P1037
Unaccepted,wjk666789,P1037
Compile Error,wjk666789,P1037
Unaccepted,d42_,P1037
Accepted,liuzimingc,P1037
Unaccepted,zcy2k0922,P1037
Accepted,小泽螳螂,P1037
Unaccepted,小泽螳螂,P1037
Accepted,962448074a,P1037
Accepted,lijuncheng,P1037
Unaccepted,lijuncheng,P1037
Accepted,sqh_let_it_be,P1037
Unaccepted,liuzimingc,P1037
Accepted,松啊Song,P1037
Unaccepted,松啊Song,P1037
Compile Error,GJ_Tyy_1739,P1037
Unaccepted,付圳1711,P1037
Unaccepted,CodeDaniel,P1037
Accepted,冰糖鸽子,P1037
Unaccepted,冰糖鸽子,P1037
Accepted,liyuzhen,P1037
Unaccepted,liyuzhen,P1037
Accepted,LoveLonelyTime,P1037
Compile Error,EFEfwe,P1037
Unaccepted,LoveLonelyTime,P1037
Unaccepted,Howie2008,P1037
Accepted,panss,P1037
Unaccepted,Jack影瑟,P1037
Accepted,s251258132,P1037
Unaccepted,s251258132,P1037
Accepted,yuansihang,P1037
Accepted,ahayangzhning,P1037
Accepted,gaosichen,P1037
Accepted,prostudio,P1037
Accepted,Floreciente0730,P1037
Unaccepted,lxy0507,P1037
Accepted,XIESHEN,P1037
Accepted,Harvey13,P1038
Unaccepted,Harvey13,P1038
Accepted,_111,P1038
Waiting,_111,P1038
Unaccepted,_111,P1038
Unaccepted,maste·hero,P1038
Unaccepted,翎羽寒星,P1038
Unaccepted,Wxq820,P1038
Accepted,wwwwghhh,P1038
Accepted,zxq_,P1038
Unaccepted,bit01,P1038
Accepted,sephiloss,P1038
Unaccepted,sephiloss,P1038
Accepted,jty233,P1038
Unaccepted,jty233,P1038
Accepted,lrz20090730,P1038
Accepted,Touma_Kazusa,P1038
Unaccepted,可爱的刘泰宏,P1038
Unaccepted,Touma_Kazusa,P1038
Accepted,Hacket,P1038
Accepted,小白evolution,P1038
Unaccepted,小白evolution,P1038
Accepted,878100abc,P1038
Unaccepted,向S进军,P1038
Accepted,mawei,P1038
Unaccepted,mawei,P1038
Accepted,ollo,P1038
Unaccepted,ollo,P1038
Accepted,QZJ666,P1038
Accepted,张家诚2006,P1038
Unaccepted,张家诚2006,P1038
Accepted,青莲梵音,P1038
Accepted,青春恰自来,P1038
Accepted,AlexKiller,P1038
Unaccepted,AlexKiller,P1038
Unaccepted,Amoy,P1038
Compile Error,Amoy,P1038
Unshown,,P1038
Accepted,LLLJJJ111,P1038
Accepted,lingfeng17,P1038
Accepted,f4u4u4r,P1038
Unaccepted,f4u4u4r,P1038
Accepted,lyn0904,P1038
Accepted,哈啊哈,P1038
Accepted,Sham_Devour,P1038
Unaccepted,Sham_Devour,P1038
Unaccepted,Energy_Making,P1038
Accepted,liubinze,P1038
Unaccepted,lyn0904,P1038
Accepted,yechen,P1038
Unaccepted,yechen,P1038
Accepted,myh20100601,P1038
Unaccepted,myh20100601,P1038
Compile Error,heyilan,P1038
Accepted,frank15,P1038
Accepted,代码狂魔,P1038
Unaccepted,代码狂魔,P1038
Compile Error,代码狂魔,P1038
Accepted,_ZMF_,P1038
Unaccepted,_ZMF_,P1038
Accepted,summer_summer,P1038
Unaccepted,summer_summer,P1038
Compile Error,summer_summer,P1038
Accepted,zxing,P1038
Accepted,charm1,P1038
Unaccepted,charm1,P1038
Compile Error,charm1,P1038
Accepted,yangyiming,P1038
Accepted,zc_Ethan,P1038
Unaccepted,yangyiming,P1038
Unaccepted,zc_Ethan,P1038
Unaccepted,Tairano,P1038
Accepted,——休比——,P1038
Unaccepted,——休比——,P1038
Accepted,cleansnow,P1038
Unaccepted,cleansnow,P1038
Compile Error,cleansnow,P1038
Accepted,蓝天白云,P1038
Unaccepted,蓝天白云,P1038
Unaccepted,官梓恩,P1038
Accepted,龙潜月十五,P1038
Compile Error,龙潜月十五,P1038
Unaccepted,龙潜月十五,P1038
Accepted,mistakes,P1038
Unaccepted,mistakes,P1038
Accepted,Flower_letter,P1038
Accepted,starry2349,P1038
Unaccepted,starry2349,P1038
Accepted,伊思_billerlute,P1038
Unaccepted,伊思_billerlute,P1038
Accepted,CaiXY06,P1038
Unaccepted,CaiXY06,P1038
Accepted,Ninelife_Cat,P1038
Accepted,准图灵奖得主,P1038
Accepted,xinzimin,P1038
Unaccepted,郑好hh,P1038
Accepted,许嵩前男友,P1038
Accepted,U201814533,P1038
Accepted,零伍零捌,P1038
Accepted,lijuncheng,P1038
Unaccepted,lijuncheng,P1038
Unaccepted,cn_zkrn,P1038
Compile Error,cn_zkrn,P1038
Unaccepted,sjxsjx,P1038
Accepted,AX_Determination,P1038
Unaccepted,AX_Determination,P1038
Accepted,华人催眠大师,P1038
Unaccepted,华人催眠大师,P1038
Accepted,q0000000,P1038
Accepted,ssfzzzc,P1038
Unaccepted,q0000000,P1038
Unaccepted,ssfzzzc,P1038
Accepted,brian0410,P1038
Unaccepted,brian0410,P1038
Accepted,cpp_java,P1038
Unaccepted,cpp_java,P1038
Accepted,zhouchuan,P1038
Accepted,CodyTheWolf_焅帝,P1038
Accepted,Fy_Dust,P1038
Compile Error,Fy_Dust,P1038
Unaccepted,meiyangyang,P1038
Accepted,chris2021penn,P1038
Accepted,meiyangyang,P1038
Accepted,qiyi,P1038
Accepted,20191033love20191002,P1038
Unaccepted,qiyi,P1038
Accepted,colinsk,P1038
Accepted,TheOnlyMan,P1038
Accepted,帅气的何安逸,P1038
Unaccepted,帅气的何安逸,P1038
Unaccepted,TheOnlyMan,P1038
Accepted,sqh_let_it_be,P1038
Accepted,looperC,P1038
Unaccepted,looperC,P1038
Accepted,liyuzhen,P1038
Unaccepted,liyuzhen,P1038
Accepted,clpbc,P1038
Accepted,lingfeng16,P1038
Unaccepted,clpbc,P1038
Accepted,LoveLonelyTime,P1038
Unaccepted,LoveLonelyTime,P1038
Accepted,M_KK,P1038
Accepted,滑蒻稽,P1038
Unaccepted,滑蒻稽,P1038
Unaccepted,pigstar,P1038
Accepted,wWwWw233,P1038
Unaccepted,wWwWw233,P1038
Compile Error,aoao10021125,P1038
Unaccepted,Sora1551,P1038
Accepted,zkshan,P1038
Unaccepted,sw05_zhoutiancheng,P1038
Unaccepted,sw05_lijinying,P1038
Accepted,sw05_lijinying,P1038
Accepted,Summerrr,P1038
Unaccepted,Summerrr,P1038
Accepted,st_pp,P1038
Unaccepted,st_pp,P1038
Accepted,Floreciente0730,P1038
Accepted,sunshine被注册了,P1038
Accepted,XIESHEN,P1038
Accepted,竹林08,P1038
Compile Error,竹林08,P1038
Unaccepted,竹林08,P1038
Unaccepted,zhouchuan,P1038
Accepted,2020051129姚泽武,P1038
Unaccepted,2020051129姚泽武,P1038
Accepted,Sioncovy,P1038
Accepted,QuartzKun,P1038
Unaccepted,QuartzKun,P1038
Unaccepted,Sioncovy,P1038
Accepted,asdzz,P1038
Unaccepted,asdzz,P1038
Compile Error,asdzz,P1038
Accepted,Kaisersid,P1038
Accepted,design小天才,P1038
Unaccepted,design小天才,P1038
Compile Error,design小天才,P1038
Accepted,syfmonan,P1038
Accepted,ctf_can,P1038
Unaccepted,ctf_can,P1038
Accepted,JC2051W,P1038
Accepted,MJchong,P1038
Accepted,Anfernee丶,P1038
Unaccepted,Anfernee丶,P1038
Accepted,2020022021_杨尚杰,P1038
Accepted,马英10,P1038
Accepted,mzk007,P1038
Accepted,linKou,P1038
Accepted,muziyou,P1038
Unaccepted,muziyou,P1038
Accepted,Linno,P1038
Unaccepted,Linno,P1038
Accepted,_111,P1039
Unaccepted,songhx,P1039
Accepted,07hme06,P1039
Accepted,FUXyao,P1039
Unaccepted,FUXyao,P1039
Unaccepted,鎏柏鱼_CBC,P1039
Compile Error,鎏柏鱼_CBC,P1039
Accepted,lrz20090730,P1039
Unaccepted,lrz20090730,P1039
Compile Error,lrz20090730,P1039
Accepted,Hacket,P1039
Unaccepted,xsw36,P1039
Compile Error,xsw36,P1039
Accepted,878100abc,P1039
Compile Error,878100abc,P1039
Unaccepted,CircaHAN1,P1039
Unaccepted,不讲武德的DDDD,P1039
Unshown,,P1039
Accepted,woshidashuaibi666,P1039
Accepted,yishu2,P1039
Compile Error,MagicSea2269,P1039
Accepted,青莲梵音,P1039
Unaccepted,qin955,P1039
Accepted,myh20100601,P1039
Accepted,算法少女☆Omega,P1039
Unaccepted,算法少女☆Omega,P1039
Compile Error,算法少女☆Omega,P1039
Accepted,ltr—lg,P1039
Unaccepted,ltr—lg,P1039
Compile Error,官梓恩,P1039
Accepted,AFOier,P1039
Unaccepted,AFOier,P1039
Compile Error,AFOier,P1039
Unaccepted,Kennedy_Tassle,P1039
Unaccepted,LeatherM,P1039
Unaccepted,lijuncheng,P1039
Accepted,JS_TZ_ZHR,P1039
Unaccepted,JS_TZ_ZHR,P1039
Accepted,赵一正—__—,P1039
Compile Error,赵一正—__—,P1039
Accepted,黑肉布瑞,P1039
Accepted,tan_t_zircon,P1039
Unaccepted,tan_t_zircon,P1039
Unaccepted,Neyifan,P1039
Unaccepted,落叶飘扬,P1039
Accepted,shaohaoyu,P1039
Compile Error,shaohaoyu,P1039
Unaccepted,shaohaoyu,P1039
Accepted,sqh_let_it_be,P1039
Unaccepted,_Redamancy_,P1039
Unaccepted,我是WW神人,P1039
Accepted,不爱刷题大佬,P1039
Accepted,XIESHEN,P1039
Accepted,pornjoke,P1039
Unaccepted,pornjoke,P1039
Accepted,Floreciente0730,P1039
Accepted,zcr02128,P1039
Unaccepted,zcr02128,P1039
Compile Error,顽皮猫,P1039
Accepted,静水深流,P1039
Unaccepted,a__tyro,P1039
Accepted,分りましたか,P1039
Accepted,ganyiming,P1039
Unaccepted,ganyiming,P1039
Accepted,坠落的温暖,P1039
Accepted,longlongDmoom,P1039
Accepted,NKL丶,P1039
Unaccepted,NKL丶,P1039
Unaccepted,zhj0309,P1039
Unaccepted,分りましたか,P1039
Unaccepted,The_Nameless_Mist,P1039
Accepted,The_Nameless_Mist,P1039
Unaccepted,liuzianLIUZIAN,P1039
Accepted,Chameleon216,P1039
Unaccepted,Chameleon216,P1039
Accepted,syc2008,P1039
Accepted,Zhaoyiao2008,P1039
Accepted,董晋赫的洛谷,P1039
Compile Error,董晋赫的洛谷,P1039
Accepted,红,P1039
Compile Error,liuzianLIUZIAN,P1039
Unaccepted,B_Konnyaku,P1039
Unaccepted,SSFC103王赫奕,P1039
Accepted,洛杉矶,P1039
Accepted,XAZzxy,P1039
Unaccepted,Pharsalia,P1039
Accepted,Zxsoul,P1039
Unaccepted,Zxsoul,P1039
Accepted,tlxjy,P1039
Accepted,cangzhestars,P1039
Unaccepted,马乐言,P1039
Accepted,sxyckjzh,P1039
Unaccepted,sxyckjzh,P1039
Accepted,Fdfsjr,P1039
Unaccepted,_晓风残月_,P1039
Unaccepted,Dzhao,P1039
Compile Error,Dzhao,P1039
Accepted,ZZZ2007,P1039
Accepted,huangyimiao,P1039
Compile Error,huangyimiao,P1039
Accepted,m781015,P1039
Unaccepted,m781015,P1039
Unaccepted,2823550525lele,P1039
Accepted,Nomo_,P1039
Accepted,土块卢本伟,P1039
Accepted,_sink,P1039
Unaccepted,_sink,P1039
Accepted,yanbowen,P1039
Accepted,Chenhongyin2008,P1039
Accepted,zzx23362838,P1039
Compile Error,zzx23362838,P1039
Unaccepted,liuziao,P1039
Accepted,18196622579jyq,P1039
Accepted,二鸣同学,P1039
Unaccepted,二鸣同学,P1039
Unaccepted,小鲍,P1039
Accepted,AX_Determination,P1039
Accepted,Tael,P1039
Accepted,Syxxhxh3,P1039
Accepted,336699bao,P1039
Accepted,zgw500,P1039
Accepted,Terrible,P1039
Unaccepted,Terrible,P1039
Unaccepted,zgw500,P1039
Accepted,tianyeorg,P1039
Compile Error,tianyeorg,P1039
Unaccepted,18196622579jyq,P1039
Accepted,lzh20071110,P1039
Accepted,zhongxinyu,P1039
Accepted,猎户,P1039
Unaccepted,猎户,P1039
Compile Error,猎户,P1039
Unaccepted,20100218Xzx,P1039
Unaccepted,XAZzxy,P1039
Accepted,鲨匕331,P1039
Unaccepted,AX_Determination,P1039
Accepted,罹濩仙,P1039
Accepted,quetzal,P1039
Accepted,colinsk,P1039
Compile Error,colinsk,P1039
Unaccepted,Owen_王玥瑄,P1039
Compile Error,Owen_王玥瑄,P1039
Accepted,zimingsun23,P1039
Accepted,andyc_03,P1039
Unaccepted,andyc_03,P1039
Accepted,何承翰,P1039
Compile Error,何承翰,P1039
Accepted,吴雨航323,P1039
Unaccepted,吴雨航323,P1039
Accepted,CoronaQL,P1039
Unaccepted,CoronaQL,P1039
Unaccepted,土块卢本伟,P1039
Accepted,beiweixiaovan,P1039
Accepted,88mmFlak,P1039
Judging,CoronaQL,P1039
Compile Error,kittyover,P1039
Judging,kittyover,P1039
Accepted,BurningEnderDragon,P1039
Unaccepted,BurningEnderDragon,P1039
Compile Error,include_include,P1039
Unknown Error,Lyh56789,P1039
Compile Error,a__tyro,P1039
Accepted,Leon1995,P1039
Unaccepted,Leon1995,P1039
Accepted,想不好名字,P1039
Unaccepted,想不好名字,P1039
Compile Error,想不好名字,P1039
Compile Error,Leon1995,P1039
Accepted,peixiaorui,P1039
Unaccepted,peixiaorui,P1039
Accepted,fgrrgw,P1039
Accepted,罗某YYDS,P1039
Accepted,DJRJTR571395,P1039
Unaccepted,DJRJTR571395,P1039
Accepted,Mark_Miao,P1039
Compile Error,Mark_Miao,P1039
Unaccepted,liuxx,P1039
Unaccepted,DDSX,P1039
Accepted,元宝123456,P1039
Unaccepted,wswxx,P1039
Compile Error,zhj0309,P1039
Unaccepted,yeekee,P1039
Accepted,俄软好雪芹,P1039
Unaccepted,俄软好雪芹,P1039
Accepted,Simonom,P1039
Accepted,jiaoshou,P1039
Accepted,gch080101,P1039
Accepted,Tiger0409,P1039
Unaccepted,Hewitt_txl,P1039
Accepted,_111,P1040
Accepted,魂豆罗,P1040
