user_id,user_question_sim_list
3247,4 61 33 49 38 60 75 73 17 12 78 47 14 30 21 71 69 67 50 76
3248,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3249,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3250,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3251,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3252,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3253,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3254,49 33 60 4 61 38 14 21 75 73 17 12 78 65 47 32 62 30 71 69
3255,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3256,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3257,49 33 4 60 61 38 14 75 21 73 17 12 78 47 65 32 62 30 71 69
3258,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3259,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3260,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3261,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3262,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3263,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3264,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3265,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3266,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3267,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3268,49 33 4 60 61 38 14 75 21 73 17 12 78 47 65 32 62 30 71 69
3269,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3270,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3271,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3272,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3273,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3274,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3275,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3276,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3277,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3278,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3279,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3280,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3281,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3282,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3283,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3284,21 14 65 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3285,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3286,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3287,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3288,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3289,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3290,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3291,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3292,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3293,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3294,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3295,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3296,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3297,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3298,14 21 65 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3299,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3300,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3301,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3302,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3303,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3304,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3305,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3306,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3307,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3308,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3309,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3310,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3311,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3312,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3313,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3314,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3315,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3316,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3317,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3318,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3319,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3320,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3321,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3322,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3323,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3324,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3325,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3326,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3327,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3328,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3329,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3330,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3331,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3332,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3333,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3334,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3335,60 49 33 14 21 4 61 38 65 32 62 75 73 17 12 78 47 30 71 69
3336,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3337,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3338,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3339,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3340,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3341,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3342,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3343,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3344,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3345,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3346,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3347,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3348,4 61 33 49 38 60 75 73 17 12 78 47 14 30 71 21 69 67 50 76
3349,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3350,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3351,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3352,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3353,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3354,49 33 60 4 61 38 14 21 75 73 17 12 78 65 32 62 47 30 71 69
3355,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3356,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3357,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3358,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3359,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3360,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3361,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3362,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3363,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3364,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3365,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3366,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3367,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3368,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3369,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3370,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3371,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3372,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3373,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3374,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3375,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3376,21 65 14 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3377,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3378,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3379,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3380,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3381,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3382,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3383,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3384,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3385,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3386,33 49 4 60 61 38 14 75 73 21 17 12 78 47 65 30 71 32 62 69
3387,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3388,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3389,60 49 33 4 14 21 61 38 65 32 62 75 73 17 12 78 47 30 71 69
3390,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3391,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3392,21 65 32 62 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3393,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3394,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3395,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3396,21 14 65 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3397,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3398,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3399,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3400,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3401,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3402,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3403,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3404,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3405,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3406,49 33 60 4 61 38 14 21 75 73 17 12 78 65 32 62 47 30 71 69
3407,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3408,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3409,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3410,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3411,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3412,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3413,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3414,49 33 60 4 61 38 14 21 75 73 17 12 78 65 47 32 62 30 71 69
3415,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3416,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3417,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3418,49 33 60 4 61 38 14 21 75 73 17 12 78 65 32 62 47 30 71 69
3419,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3420,65 21 32 62 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3421,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3422,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3423,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3424,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3425,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3426,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3427,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3428,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3429,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3430,60 49 33 4 61 38 14 21 75 73 17 65 32 62 12 78 47 30 71 69
3431,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3432,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3433,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3434,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3435,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3436,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3437,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3438,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3439,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3440,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3441,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3442,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3443,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3444,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3445,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3446,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3447,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3448,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3449,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3450,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3451,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3452,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3453,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3454,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3455,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3456,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3457,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3458,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3459,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3460,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3461,49 33 60 4 61 38 14 21 75 73 17 12 65 78 32 62 47 30 71 69
3462,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3463,49 33 4 60 61 38 14 75 21 73 17 12 78 47 65 30 32 62 71 69
3464,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3465,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3466,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3467,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3468,21 65 32 62 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3469,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3470,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3471,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3472,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3473,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3474,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3475,60 49 33 4 14 61 21 38 75 73 17 65 32 62 12 78 47 30 71 69
3476,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3477,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3478,75 73 17 12 38 78 61 47 30 71 4 69 67 50 76 81 33 49 16 64
3479,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3480,33 49 4 61 60 38 75 73 17 14 12 21 78 47 30 71 69 67 50 76
3481,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3482,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3483,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3484,38 61 75 4 73 17 12 78 33 49 47 30 71 60 69 67 50 76 81 16
3485,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3486,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3487,4 61 33 49 38 60 75 73 17 12 78 47 14 30 21 71 69 67 50 76
3488,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3489,21 14 65 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3490,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3491,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3492,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3493,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3494,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3495,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3496,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3497,61 38 4 33 49 75 73 17 12 60 78 47 30 71 69 67 50 76 81 14
3498,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3499,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3500,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3501,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3502,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3503,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3504,65 21 32 62 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3505,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3506,60 49 33 4 14 21 61 38 65 32 62 75 73 17 12 78 47 30 71 69
3507,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3508,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3509,21 14 65 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3510,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3511,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3512,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3513,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3514,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3515,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3516,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3517,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3518,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3519,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3520,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3521,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3522,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3523,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3524,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3525,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3526,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3527,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3528,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3529,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3530,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3531,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3532,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3533,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3534,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3535,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3536,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3537,21 14 65 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3538,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3539,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3540,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3541,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3542,21 14 65 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3543,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3544,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3545,49 33 60 4 61 38 14 21 75 73 17 65 32 12 62 78 47 30 71 69
3546,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3547,32 62 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3548,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3549,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3550,4 33 49 61 38 60 75 73 17 12 78 14 21 47 30 71 69 67 50 76
3551,60 49 33 4 61 14 38 21 75 73 17 65 32 62 12 78 47 30 71 69
3552,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3553,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3554,21 65 14 32 62 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3555,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3556,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3557,60 49 33 4 14 61 21 38 75 65 73 17 32 62 12 78 47 30 71 69
3558,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3559,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3560,61 4 38 33 49 75 73 17 60 12 78 47 30 71 69 67 50 76 14 81
3561,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3562,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3563,49 33 60 4 61 38 14 21 75 73 17 12 78 65 32 62 47 30 71 69
3564,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3565,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3566,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3567,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3568,60 49 33 4 14 21 61 38 65 75 32 62 73 17 12 78 47 30 71 69
3569,60 49 33 4 14 21 61 38 75 65 73 32 62 17 12 78 47 30 71 69
3570,62 32 65 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
3571,65 32 62 21 14 60 49 33 4 61 38 75 73 17 12 78 47 30 71 69
